A,B,result,weight1,weight2,weight3,weight4,backwardweight1,backwardweight2,backwardweight3,backwardweight4,Diff1,Diff2,Diff3,Diff4,SUM1,SUM2,SUM3,SUM4,Normalized_weight1,Normalized_weight2,Normalized_weight3,Normalized_weight4,Normalized_backward_weight1,Normalized_backward_weight2,Normalized_backward_weight3,Normalized_backward_weight4,Weight_greater_than_mean,Backward_weight_greater_than_mean
Troposphere,Pascal (unit),0,0,12.66666667,10,47.89534884,0,0,35.47619048,23.28571429,0,12.66666667,25.47619048,24.60963455,0,12.66666667,45.47619048,71.18106312,0,4.17E-05,8.76E-06,0.002261822,0,0,0.000460808,0.001008212,0,0
Troposphere,Vapor pressure,0,529,17.53333333,35.67391304,69.12437811,0,0,30.89189189,82.34117647,529,17.53333333,4.782021152,13.21679836,529,17.53333333,66.56580494,151.4655546,0.000463389,0.000144418,3.12E-05,0.007629463,0,0,0.000343697,0.006313735,1,0
Troposphere,Water vapor,0,1662,10.75,11.16666667,53.41025641,781,10.5,44.14285714,90.95057034,881,0.25,32.97619048,37.54031393,2443,21.25,55.30952381,144.3608268,0.001455865,2.36E-05,9.78E-06,0.009150523,0.005957057,8.01E-05,0.000233207,0.0045132,0,1
Troposphere,Zonal flow,0,20,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,1.75E-05,0,0,0,0,0,0,0,0,0
United Nations Framework Convention on Climate Change,Earth Summit,0,11711,0,347.7185185,57.60714286,18871,0,476.4726027,110.2268041,7160,0,128.7540842,52.61966127,30582,0,824.1911213,167.833947,0.005566866,0,0.000165289,0.008867227,0.103892314,0,0.00161731,0.000497155,1,1
United Nations Framework Convention on Climate Change,Greece,0,0,0,13.14285714,0,0,0,10.5,0,0,0,2.642857143,0,0,0,23.64285714,0,0,0,6.25E-06,0,0,0,9.21E-07,0,0,0
United Nations Framework Convention on Climate Change,Greenhouse gas inventory,0,1654,0,512.1666667,101.4969697,29,0,409.2409639,115.5202703,1625,0,102.9257028,14.02330057,1683,0,921.4076305,217.01724,0.000786235,0,0.00024346,0.018412827,0.010902256,0,0.038529729,0.019393611,1,1
United Nations Framework Convention on Climate Change,Iceland,0,0,0,0,25.28571429,0,0,0,0,0,0,0,25.28571429,0,0,0,25.28571429,0,0,0,0.000194606,0,0,0,0,0,0
United Nations Framework Convention on Climate Change,Indonesia,0,0,0,10,12,0,0,0,0,0,0,10,12,0,0,10,12,0,0,4.75E-06,1.32E-05,0,0,0,0,0,0
United Nations Framework Convention on Climate Change,Methane,0,0,536.6097561,129.4642857,148.4875,0,219.8387097,17.27272727,34.31506849,0,316.7710464,112.1915584,114.1724315,0,756.4484658,146.737013,182.8025685,0,0.024189443,6.15E-05,0.013060606,0,0.000206074,2.48E-05,0.000327393,1,0
United Nations Framework Convention on Climate Change,Montreal Protocol,0,2402,15.33333333,520.9056604,38.27722772,66,22.61111111,807.1707317,85.93258427,2336,7.277777778,286.2650713,47.65535655,2468,37.94444444,1328.076392,124.209812,0.001141799,0.000151727,0.000247614,0.004250552,0.000563953,0.000193206,0.001446864,0.000334369,1,0
United Nations Framework Convention on Climate Change,South Africa,0,0,0,21.55555556,25,0,0,0,22.15384615,0,0,21.55555556,2.846153846,0,0,21.55555556,47.15384615,0,0,1.02E-05,0.000219894,0,0,0,2.63E-05,0,0
United Nations Framework Convention on Climate Change,Transition economy,0,601,0,0,11.66666667,0,0,0,0,601,0,0,11.66666667,601,0,0,11.66666667,0.000285688,0,0,3.85E-05,0,0,0,0,0,0
United Nations Framework Convention on Climate Change,United States,0,231,10,13.14285714,0,0,84.83333333,0,0,231,74.83333333,13.14285714,0,231,94.83333333,13.14285714,0,0.000109807,1.10E-05,6.25E-06,0,0,1.50E-06,0,0,0,0
United Nations Framework Convention on Climate Change,Yvo de Boer,0,20,0,13,64.28571429,0,0,0,95.86046512,20,0,13,31.57475083,20,0,13,160.1461794,9.51E-06,0,6.18E-06,0.002473808,0,0,0,0.000967272,0,0
World Meteorological Organization,Alexander Bedritsky,0,0,0,0,83.27777778,0,0,0,49.75362319,0,0,0,33.52415459,0,0,0,133.031401,0,0,0,0.000540346,0,0,0,0.003997187,0,0
World Meteorological Organization,BUFR,0,79,0,19.77419355,78.27586207,10,0,11.66666667,46.19354839,69,0,8.107526882,32.08231368,89,0,31.44086022,124.4694105,0.000235211,0,5.89E-05,0.000545513,0.909090909,0,0.000152881,0.031275116,0,1
World Meteorological Organization,Geophysics,1,198,16.46153846,0,35.40784314,0,0,0,55.48557692,198,16.46153846,0,20.07773379,198,16.46153846,0,90.89342006,0.000589516,2.57E-05,0,0.001084897,0,0,0,0.000934429,0,0
World Meteorological Organization,Hydrology,0,166,0,26,55.77427184,0,0,17.78571429,74.95928753,166,0,8.214285714,19.18501569,166,0,43.78571429,130.7335594,0.00049424,0,7.74E-05,0.002761087,0,0,4.57E-05,0.005409145,0,0
World Meteorological Organization,Intergovernmental organization,0,1996,3180.46875,13.4,300.4106776,0,179.8888889,15,237.1773399,1996,3000.579861,1.6,63.23333772,1996,3360.357639,28.4,537.5880175,0.005942793,0.012228977,3.99E-05,0.017578967,0,0.000952983,4.03E-05,0.036979703,1,1
World Meteorological Organization,Intergovernmental Panel on Climate Change,0,784,32.52173913,13,172.4320988,8546,78.49382716,48.63157895,41.13333333,7762,45.97208803,35.63157895,131.2987654,9330,111.0155663,61.63157895,213.5654321,0.002334243,8.99E-05,3.87E-05,0.001678233,0.016926627,0.000155469,0.000265137,0.000531135,1,1
World Meteorological Organization,List of states with limited recognition,0,33,127.5416667,10,334.5094991,0,34.05,14,220.7391304,33,93.49166667,4,113.7703687,33,161.5916667,24,555.2486296,9.83E-05,0.000367801,2.98E-05,0.023272125,0,4.26E-05,6.84E-07,0.002314422,0,0
World Meteorological Organization,Nauru,0,0,14,26.90909091,388.0927835,0,16.41666667,142.6538462,450.0701987,0,2.416666667,115.7447552,61.97741517,0,30.41666667,169.5629371,838.1629822,0,1.68E-06,8.01E-05,0.031663167,0,9.83E-06,5.05E-05,0.004628084,0,0
World Meteorological Organization,Palau,0,0,148.7777778,15,657.6200873,0,11.5,0,583.0326409,0,137.2777778,15,74.58744639,0,160.2777778,15,1240.652728,0,0.000482671,4.47E-05,0.018095041,0,1.60E-05,0,0.007228912,1,0
World Meteorological Organization,SYNOP,0,620,10,15,35.75,66,18.64285714,11,12,554,8.642857143,4,23.75,686,28.64285714,26,47.75,0.001845958,1.20E-06,4.47E-05,0.000206189,0.020376659,0.005755745,9.43E-05,0.000171418,0,0
World Meteorological Organization,United Nations Development Group,0,0,14,0,0,0,140.4375,0,0,0,126.4375,0,0,0,154.4375,0,0,0,1.35E-05,0,0,0,0.005842555,0,0,0,0
World Meteorological Organization,Weather,0,0,13.25,0,34.73571429,0,13.5,0,64.39130435,0,0.25,0,29.65559006,0,26.75,0,99.12701863,0,1.27E-05,0,0.000584323,0,9.50E-05,0,0.00056675,0,0
Cell cycle,Cellular model,0,938,0,10,25.42391304,0,0,13,68.5,938,0,3,43.07608696,938,0,23,93.92391304,0.000522734,0,5.57E-06,0.000570784,0,0,6.61E-05,0.0044559,0,0
Cell cycle,Cyclin-dependent kinase complex,0,478,0,41.38297872,59.30890052,0,0,41.59677419,79.8625,478,0,0.21379547,20.55359948,478,0,82.97975292,139.1714005,0.000266383,0,2.31E-05,0.001382181,0,0,0.004728865,0.023429793,0,0
Cell cycle,Cytokinesis,0,4724,126.7088608,192.2737643,132.4610849,547,47.0234375,122.1551724,135.0313344,4177,79.68542326,70.11859184,2.570249508,5271,173.7322983,314.4289367,267.4924193,0.002632619,0.001221366,0.000107151,0.02741107,0.02496349,0.002146013,0.01029793,0.121096004,1,1
Cell cycle,Eukaryote,0,2416,686.8220551,96.55,206.063151,0,472.2732733,109.5692308,259.8025606,2416,214.5487819,13.01923077,53.73940961,2416,1159.095328,206.1192308,465.8657117,0.001346403,0.033437127,5.38E-05,0.038619209,0,0.000124446,0.001356999,0.073460667,1,1
Cell cycle,Leland H. Hartwell,0,110,0,23.76086957,35.67032967,45,0,16.23076923,18.35294118,65,0,7.530100334,17.31738849,155,0,39.9916388,54.02327085,6.13E-05,0,1.32E-05,0.000396059,0.027322404,0,1.78E-05,7.91E-05,0,0
Cell cycle,Metaphase,1,10071,180.6181818,289.0242915,141.4634146,1669,61.20952381,85.74834437,128.3494364,8402,119.408658,203.2759471,13.11397824,11740,241.8277056,374.7726359,269.812851,0.005612427,0.002424186,0.000161069,0.019815172,0.015415451,0.000565352,0.01235896,0.152157998,1,1
Cell cycle,Midblastula,0,0,0,61.625,189.2857143,0,0,61.625,165.0121065,0,0,0,24.27360775,0,0,123.25,354.2978208,0,0,3.43E-05,0.005335089,0,0,0.006557377,0.226615236,0,0
Cell cycle,Ploidy,0,1460,38.24175824,30.80952381,197.0149254,0,134.171875,40.88372093,177.2198347,1460,95.93011676,10.07419712,19.79509066,1460,172.4136332,71.69324474,374.2347601,0.000813637,0.000424611,1.72E-05,0.027380078,0,0.000461489,0.000296758,0.036197784,1,1
Cell cycle,Retinoblastoma protein,0,463,0,61.625,97.85,277,0,44.15942029,137.9008403,186,0,17.46557971,40.05084034,740,0,105.7844203,235.7508403,0.000258023,0,3.43E-05,0.003581739,0.020602454,0,0.010952591,0.294936359,1,1
Cell cycle,Thymidine kinase,0,0,0,115.925,102.3230453,0,0,203.6451613,145.5845588,0,0,87.72016129,43.26151356,0,0,319.5701613,247.9076041,0,0,6.46E-05,0.006067664,0,0,0.003208657,0.040253318,1,1
Centromere,Anti-nuclear antibody,0,0,0,19.8,150.5636008,0,0,27.07894737,122.7772795,0,0,7.278947368,27.78632126,0,0,46.87894737,273.3408803,0,0,4.86E-05,0.030213364,0,0,0.000246246,0.019656141,0,0
Centromere,Caenorhabditis elegans,0,269,11.6,0,28.69230769,20,0,0,73.26829268,249,11.6,0,44.57598499,289,11.6,0,101.9606004,0.000660906,2.28E-05,0,0.000439429,0.000326675,0,0,0.002147674,0,0
Centromere,Chromosome,0,2052,201.2326733,73.1625,144.6712479,13558,218.2456897,36.87735849,140.6290685,11506,17.01301639,36.28514151,4.042179476,15610,419.4783629,110.0398585,285.3003164,0.005041558,0.015962763,0.000179753,0.10334111,0.005164138,8.31E-05,0.000705784,0.045246933,1,1
Centromere,Chromosome 13 (human),0,53,37,0,0,13,25.33333333,0,0,40,11.66666667,0,0,66,62.33333333,0,0,0.000130216,4.36E-05,0,0,0.007602339,0.014814815,0,0,0,0
Centromere,DNA,0,89,273.4961832,44.55555556,207.7733239,325,260.6953642,272.2083333,143.5047009,236,12.80081897,227.6527778,64.26862302,414,534.1915474,316.7638889,351.2780247,0.000218664,0.014069568,0.000109469,0.230008062,0.000174633,0.00014008,0.001048452,0.026945598,1,1
Centromere,Genetics,0,46,384.2580645,19.86666667,81.30102041,514,67.42201835,0,114.9539595,468,316.8360462,19.86666667,33.65293908,560,451.6800829,19.86666667,196.2549799,0.000113017,0.004677813,4.88E-05,0.012515271,0.000597535,7.84E-05,0,0.01619798,1,1
Centromere,Kinetochore,0,9401,26.2295082,63.51219512,148.3807717,2687,25.546875,126.0296296,131.0340681,6714,0.682633197,62.51743451,17.34670353,12088,51.7763832,189.5418248,279.4148398,0.023097315,0.000628316,0.000156043,0.092122919,0.122487122,0.001164556,0.009253589,0.10668658,1,1
Centromere,RNA interference,0,0,11.25,14.73333333,227.3808777,0,10.5,16.1,222.2518797,0,0.75,1.366666667,5.128998044,0,21.75,30.83333333,449.6327574,0,1.77E-05,3.62E-05,0.056968241,0,0.00019674,3.34E-05,0.024561734,0,0
Centromere,Robertsonian translocation,0,860,0,64.04545455,167.0730337,6323,0,293.8596491,240.5731132,5463,0,229.8141946,73.5000795,7183,0,357.9051037,407.6461469,0.002112934,0,0.000157353,0.023356865,0.291503389,0,0.010121029,0.06163435,1,1
Centromere,Schizosaccharomyces pombe,0,237,42.45,13.83333333,134.9586592,0,21,41.18181818,144.9243792,237,21.45,27.34848485,9.965720015,237,63.45,55.01515152,279.8830385,0.000582285,0.0003334,3.40E-05,0.047433152,0,0.005869201,0.000126317,0.035804712,1,1
Centromere,Sister chromatids,0,5124,77.22522523,38.96491228,155.3313433,1621,61.72222222,157.1443299,120.1418495,3503,15.503003,118.1794176,35.18949375,6745,138.9474474,196.1092422,275.4731928,0.012589155,0.003366203,9.57E-05,0.08173764,0.023808475,0.000906547,0.013750407,0.138289782,1,1
Centrosome,Amorphous solid,0,578,19.28571429,0,48.21276596,0,0,0,88,578,19.28571429,0,39.78723404,578,19.28571429,0,136.212766,0.001045766,0.000142664,0,0.00119732,0,0,0,0.000972768,0,0
Centrosome,Astral microtubules,0,278,0,40.36923077,80.07244094,45,0,37.92307692,74.46411483,233,0,2.446153846,5.608326112,323,0,78.29230769,154.5365558,0.000502981,0,7.30E-05,0.026866255,0.032608696,0,0.007586853,0.119750696,1,1
Centrosome,Centrin,0,641,12.5,165.372093,157.4851695,62,13.33333333,289.7666667,112.6679688,579,0.833333333,124.3945736,44.81720074,703,25.83333333,455.1387597,270.1531382,0.001159751,1.32E-05,0.000299205,0.03927643,0.488188976,0.104986877,0.005865077,0.038920146,1,1
Centrosome,Centriole,0,7307,27.31,25.59550562,154.5300172,9248,68.37762238,42.25,134.0463511,1941,41.06762238,16.65449438,20.48366607,16555,95.68762238,67.84550562,288.5763682,0.013220434,0.001443019,4.63E-05,0.095205436,0.078825796,0.00058282,0.001137497,0.039776703,1,1
Centrosome,Cyclin-dependent kinase 2,0,21,0,35.16666667,79.70294118,0,0,32.25714286,217.3610108,21,0,2.90952381,137.6580697,21,0,67.42380952,297.063952,3.80E-05,0,6.36E-05,0.014318701,0,0,0.000655791,0.034973005,0,0
Centrosome,Flagellum,1,130,77.86086957,21.05882353,59.49416342,0,87.65671642,58.62962963,39.70422535,130,9.795846853,37.5708061,19.78993807,130,165.517586,79.68845316,99.19838878,0.000235207,0.004731158,3.81E-05,0.008079004,0,0.001528026,0.000388266,0.002074269,1,0
Centrosome,Giardia lamblia,0,12,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,2.17E-05,0,0,0,0,0,0,0,0,0
Centrosome,Golgi apparatus,0,10,88.33870968,20.44444444,62.5088968,4949,76.29,56.5,104.7941176,4939,12.04870968,36.05555556,42.28522085,4959,164.6287097,76.94444444,167.3030144,1.81E-05,0.002893964,3.70E-05,0.00928108,0.013371592,0.000206126,0.002478477,0.02188166,0,1
Centrosome,Mitochondrion,0,0,151.8387097,22.65217391,141.6967841,0,220.0540541,62.13461538,153.700157,0,68.21534438,39.48244147,12.00337291,0,371.8927637,84.7867893,295.3969411,0,0.004974215,4.10E-05,0.048890392,0,0.000256599,0.000371519,0.011257913,1,1
Centrosome,Nuclear envelope,0,55,33.62962963,13,127.5419355,0,0,63.8125,56.74853801,55,33.62962963,50.8125,70.79339747,55,33.62962963,76.8125,184.2904735,9.95E-05,0.000479773,2.35E-05,0.01044564,0,0,0.009535224,0.030208885,1,1
Centrosome,Ribosome,0,12,91.06944444,12,618.0344828,3044,33.71830986,0,162.2903226,3032,57.35113459,12,455.7441602,3056,124.7877543,12,780.3248053,2.17E-05,0.003464619,2.17E-05,0.028410724,0.013454619,0.000149036,0,0.011256721,1,1
Centrosome,RNA polymerase,0,0,15.5,16.46153846,188.1448363,0,0,70.27659574,132.9986505,0,15.5,53.81505728,55.1461858,0,15.5,86.73813421,321.1434867,0,8.19E-05,2.98E-05,0.078933825,0,0,0.000438094,0.013071462,0,0
Centrosome,Vesicle (biology and chemistry),0,0,64.75609756,17.79310345,74.37837838,0,20.97058824,94.76851852,73.83585313,0,43.78550933,76.97541507,0.542525247,0,85.7266858,112.561622,148.2142315,0,0.001402862,3.22E-05,0.017449381,0,0.000561026,0.003415479,0.011408069,1,1
Centrosome,Zygote,0,0,14.85714286,45.14285714,23.79464286,0,150.2692308,39.2,49.33944954,0,135.4120879,5.942857143,25.54480668,0,165.1263736,84.34285714,73.1340924,0,5.50E-05,8.17E-05,0.001408146,0,0.000275786,0.001931803,0.010601264,0,0
Chiasma (genetics),Belgium,0,0,0,0,580.1399417,0,0,0,507.6262295,0,0,0,72.51371218,0,0,0,1087.766171,0,0,0,0.110635369,0,0,0,0.010510183,0,0
Chiasma (genetics),Chromatid,0,820,26.4893617,0,151.9478827,212,41.30508475,0,119.9710843,608,14.81572304,0,31.9767984,1032,67.79444645,0,271.9189671,0.011707094,0.000346104,0,0.025935829,0.003766411,0.00073383,0,0.030593002,1,1
Chiasma (genetics),Chromosomal crossover,0,2831,140.4489796,37.88043478,161.0577125,1946,85.925,68.57407407,130.0361011,885,54.52397959,30.69363929,31.0216114,4777,226.3739796,106.4545089,291.0938136,0.040418029,0.001913162,0.000540817,0.042668908,0.014291904,0.000631054,0.002507357,0.073169047,1,1
Chiasma (genetics),Frans Alfons Janssens,0,167,16.8,65.61538462,276.3420074,0,0,114.2857143,218.7343173,167,16.8,48.67032967,57.60769009,167,16.8,179.9010989,495.0763248,0.00238425,4.67E-05,0.000936787,0.020665042,0,0,0.002590833,0.047992752,1,1
Chiasma (genetics),Genetics,0,10,0,0,242.139738,0,0,0,98.984375,10,0,0,143.155363,10,0,0,341.124113,0.000142769,0,0,0.030829654,0,0,0,0.006575726,0,0
Chiasma (genetics),Meiosis,1,2094,386.6030534,31.17857143,110.6793417,3626,330.5461538,15.6,151.5776892,1532,56.05689959,15.57857143,40.89834759,5720,717.1492073,46.77857143,262.2570309,0.029895921,0.014079061,0.000445135,0.054213766,0.002652083,0.000241764,1.55E-05,0.022665168,1,1
Chromatid,Cell division,1,0,71.28125,74.5,127.1632471,0,87.03960396,87.67857143,211.3865478,0,15.75835396,13.17857143,84.22330071,0,158.320854,162.1785714,338.5497949,0,0.004204787,0.000567252,0.087592039,0,0.000379643,0.0008081,0.028621013,1,1
Chromatid,Chromosome,1,5266,257.184466,48.98230088,155.4404097,6235,327.0254237,51.18811881,150.7294118,969,69.84095771,2.205817927,4.710997919,11501,584.2098897,100.1704197,306.1698214,0.040095938,0.016277188,0.000372957,0.102580693,0.002374864,0.000124561,0.000933463,0.030072299,1,1
Chromatid,DNA replication,0,670,239.25,17.08333333,196.6002506,0,210.25,0,175.8305369,670,29,17.08333333,20.76971371,670,449.5,17.08333333,372.4307875,0.005101458,0.00529239,0.000130074,0.096401629,0,0.000605348,0,0.033342253,1,1
Chromatid,Homologous chromosome,1,1589,87.49180328,114.2830189,170.0796178,553,71.92753623,136.8478261,293.5117493,1036,15.56426705,22.56480722,123.4321315,2142,159.4193395,251.130845,463.5913672,0.012098831,0.003279402,0.000870164,0.032815523,0.006590002,0.000857148,0.004614355,0.082402338,1,1
Chromatid,Meiosis,0,1512,113.6637168,69.81818182,117.6336283,784,201.5109489,97.85981308,161.4534038,728,87.84723209,28.04163127,43.81977551,2296,315.1746657,167.6779949,279.0870322,0.011512544,0.007892193,0.000531604,0.081678424,0.000573423,0.000147387,0.001039649,0.024254081,1,1
Chromatid,Ploidy,0,850,55.82758621,114.2830189,114.4087719,0,226,139.6666667,208.3896296,850,170.1724138,25.3836478,93.9808577,850,281.8275862,253.9496855,322.7984016,0.006471999,0.000994819,0.000870164,0.040071131,0,0.000777335,0.001060937,0.023744562,1,1
Chromatid,Sister chromatids,0,2997,108.1836735,70.5,144.5284553,3829,33.96153846,93.78666667,187.4513788,832,74.22213501,23.28666667,42.92292353,6826,142.1452119,164.2866667,331.9798341,0.022819507,0.003257281,0.000536795,0.054616755,0.056238525,0.000498811,0.006345231,0.116507254,1,1
Chromosomal crossover,Allele,1,81,125.619469,21.76190476,132.579602,0,241,14.5,133.5582822,81,115.380531,7.261904762,0.978680219,81,366.619469,36.26190476,266.1378842,9.91E-05,0.009611647,2.66E-05,0.036088198,0,0.000721006,4.06E-05,0.030464148,1,1
Chromosomal crossover,Cell (biology),0,0,33.5625,0,64.26744186,0,75.58536585,0,144.0941176,0,42.02286585,0,79.82667579,0,109.1478659,0,208.3615595,0,0.000363611,0,0.011227244,0,7.41E-05,0,0.005152415,0,0
Chromosomal crossover,Chiasma (genetics),0,1946,68.57407407,85.925,130.0361011,2831,37.88043478,140.4489796,161.0577125,885,30.69363929,54.52397959,31.0216114,4777,106.4545089,226.3739796,291.0938136,0.002381999,0.002507357,0.000105176,0.073169047,0.141458052,0.001892791,0.001913162,0.042668908,1,1
Chromosomal crossover,Chromatid,1,499,114.4044944,22.2,206.0767004,83,94.19417476,15.91666667,131.1971326,416,20.21031962,6.283333333,74.87956782,582,208.5986691,38.11666667,337.2738331,0.0006108,0.006894385,2.72E-05,0.096420499,0.001474586,0.001673462,0.000234726,0.044983781,1,1
Chromosomal crossover,Chromosomal inversion,0,0,16.4,18.86666667,150.2462687,0,16.82142857,13,103.4357798,0,0.421428571,5.866666667,46.81048884,0,33.22142857,31.86666667,253.6820485,0,0.000111047,2.31E-05,0.040897069,0,0.001826629,0.000167726,0.083122293,0,0
Chromosomal crossover,Chromosome,1,694,186.0274725,62.08988764,144.0918442,69,135.66,96.35897436,149.1872964,625,50.36747253,34.26908672,5.095452185,763,321.6874725,158.448862,293.2791406,0.00084949,0.022925083,7.60E-05,0.132788346,2.63E-05,5.17E-05,0.001357041,0.033077796,1,1
Chromosomal crossover,Coefficient of coincidence,0,238,14.71428571,108.5714286,110.3717579,33,0,223.7931034,104.6781116,205,14.71428571,115.2216749,5.693646337,271,14.71428571,332.364532,215.0498695,0.000291324,6.97E-05,0.000132897,0.025932827,0.165829146,0,0.028296252,0.212679686,1,1
Chromosomal crossover,Deletion (genetics),0,0,31.5,73.91489362,182.6408629,0,16.77777778,102.2957746,139.8379942,0,14.72222222,28.38088103,42.80286873,0,48.27777778,176.2106683,322.4788572,0,0.000383924,9.05E-05,0.097451068,0,0.000308251,0.002945902,0.058817445,1,1
Chromosomal crossover,Drosophila,0,241,0,0,52.72429907,0,0,0,184.8831169,241,0,0,132.1588178,241,0,0,237.6074159,0.000294996,0,0,0.007639889,0,0,0,0.016359539,0,0
Chromosomal crossover,Eukaryote,0,0,146.015748,22.84210526,191.1623932,0,85.06382979,17.05555556,184.4390681,0,60.95191824,5.786549708,6.723325062,0,231.0795778,39.89766082,375.6014613,0,0.012556421,2.80E-05,0.075721771,0,2.24E-05,5.85E-05,0.019609416,1,0
Chromosomal crossover,Gene duplication,0,0,11,11.5,206.2014563,0,17.63636364,17.26666667,151.3924731,0,6.636363636,5.766666667,54.80898319,0,28.63636364,28.76666667,357.5939294,0,2.23E-05,1.41E-05,0.057524305,0,0.000489477,0.000117804,0.025615753,0,0
Chromosomal crossover,Genetic linkage,1,1993,42.25,54.55405405,176.9845789,3262,39.60902256,116.7432432,132.7687805,1269,2.640977444,62.18918919,44.2157984,5255,81.85902256,171.2972973,309.7533594,0.002439529,0.001602054,6.68E-05,0.101024204,0.086173192,0.001046363,0.003598462,0.056685666,1,1
Chromosomal crossover,Genetic recombination,0,4415,65.728,73.21,170.8248673,3666,155.5753425,127.3333333,175.42,749,89.84734247,54.12333333,4.595132676,8081,221.3033425,200.5433333,346.2448673,0.005404175,0.005563177,8.96E-05,0.152566198,0.027915902,0.001184677,0.001291206,0.039529367,1,1
Chromosomal crossover,Holliday junction,0,706,0,140.5357143,75.69154229,10,0,114.3333333,104.75,696,0,26.20238095,29.05845771,716,0,254.8690476,180.4415423,0.000864178,0,0.000172023,0.010301628,0.001908033,0,0.005030026,0.019048108,1,1
Chromosomal crossover,Linkage disequilibrium,0,32,0,97.76785714,83.53535354,0,0,108.0508475,123.5316092,32,0,10.28299031,39.99625566,32,0,205.8187046,207.0669627,3.92E-05,0,0.000119673,0.016799223,0,0,0.021562804,0.145406023,1,1
Chromosomal crossover,Meiosis,1,3446,126.047619,79.4140625,134.2878513,7083,153.9661836,51.51136364,248.4863741,3637,27.91856453,27.90269886,114.1985228,10529,280.0138026,130.9254261,382.7742254,0.004218072,0.017923234,9.72E-05,0.200587871,0.005180559,0.000112612,0.000450074,0.0534145,1,1
Chromosomal crossover,Mendelian inheritance,0,867,59.92079208,23.17948718,101.8870293,641,42.94949495,18.64285714,154.7105263,226,16.97129713,4.536630037,52.82349703,1508,102.870287,41.82234432,256.5975556,0.00106125,0.0040979,2.84E-05,0.032976855,0.004729057,0.000316865,0.000236339,0.039926327,1,1
Chromosomal crossover,Nucleic acid sequence,0,0,31.5,11.5,327.183871,0,10.5,17.78571429,177.8643533,0,21,6.285714286,149.3195177,0,42,29.28571429,505.0482243,0,0.000426582,1.41E-05,0.068677743,0,7.66E-05,0.000105581,0.023907533,0,0
Chromosomal crossover,Synapsis,0,2301,40.93421053,91.77777778,127.5540654,1169,56.5,149.5970149,144.5471046,1132,15.56578947,57.81923715,16.9930392,3470,97.43421053,241.3747927,272.10117,0.002816536,0.002106505,0.00011234,0.103037944,0.054032817,0.002611509,0.006724973,0.112211028,1,1
Chromosomal crossover,Synaptonemal complex,0,1111,65.64912281,88.22368421,115.8752228,56,41.53846154,109.3472222,116.8102041,1055,24.11066127,21.12353801,0.934981265,1167,107.1875843,197.5709064,232.6854269,0.001359918,0.002533764,0.00010799,0.044016538,0.006526046,0.004840748,0.005461346,0.039704187,1,1
Chromosomal crossover,Thomas Hunt Morgan,0,746,16.43478261,24.81818182,102.0806202,255,20.47368421,22.36842105,130.2715877,491,4.038901602,2.449760766,28.19096759,1001,36.90846682,47.18660287,232.3522079,0.00091314,0.000255949,3.04E-05,0.044582606,0.004924776,0.000395405,0.000181957,0.020022768,1,1
Chromosomal crossover,Zygote,0,0,75.87719298,0,176.5992366,0,27.41666667,0,299.4959016,0,48.46052632,0,122.896665,0,103.2938596,0,476.0951383,0,0.002928522,0,0.031329434,0,5.03E-05,0,0.144051425,1,0
Chromosome,Base pair,0,325,277.25,304.1346154,248.1581692,566,76.72093023,263.7443182,180.93244,241,200.5290698,40.3902972,67.2257292,891,353.9709302,567.8789336,429.0906092,5.10E-05,0.003403979,4.77E-05,0.077334934,0.007719059,0.001046313,0.008444748,0.058952599,1,1
Chromosome,Chimpanzee,0,116,0,523.5517241,536.1111111,65,0,399.5208333,238.7361809,51,0,124.0308908,297.3749302,181,0,923.0725575,774.847292,1.82E-05,0,8.21E-05,0.02874866,0.000100714,0,0.002140567,0.010605949,1,1
Chromosome,Chloroplast,0,0,34.81818182,437.7640449,401.6801802,0,17.54545455,289.5595238,187.8589744,0,17.27272727,148.2045211,213.8212058,0,52.36363636,727.3235688,589.5391545,0,0.000138304,6.87E-05,0.048301541,0,0.000147442,0.005589364,0.026937779,1,1
Chromosome,Durum,0,71,0,19.6,104.9849624,0,0,12,85.32520325,71,0,7.6,19.65975915,71,0,31.6,190.3101657,1.11E-05,0,3.07E-06,0.002521071,0,0,2.14E-06,0.001870136,0,0
Chromosome,Epulopiscium fishelsoni,0,21,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,3.29E-06,0,0,0,0,0,0,0,0,0
Chromosome,Euchromatin,0,499,192.4333333,371.0597015,208.1122159,0,50.61538462,285.4125,188.2730455,499,141.8179487,85.64720149,19.8391704,499,243.0487179,656.4722015,396.3852614,7.83E-05,0.001042336,5.82E-05,0.026453101,0,0.003898289,0.018577718,0.065639968,1,1
Chromosome,Gamete,0,372,118.2045455,123.8550725,134.7754386,247,145.125,117.3454545,404.3088553,125,26.92045455,6.509617918,269.5334167,619,263.3295455,241.200527,539.0842939,5.83E-05,0.001878119,1.94E-05,0.020805742,0.001023524,0.000601372,0.002624285,0.076116043,1,1
Chromosome,Genus,0,0,0,24.45454545,305.5531401,0,0,43.61538462,202.2245763,0,0,19.16083916,103.3285638,0,0,68.06993007,507.7777164,0,0,3.84E-06,0.02283986,0,0,0.000166633,0.021038514,0,0
