A,B,result,weight1,weight2,weight3,weight4,backwardweight1,backwardweight2,backwardweight3,backwardweight4,Diff1,Diff2,Diff3,Diff4,SUM1,SUM2,SUM3,SUM4,Normalized_weight1,Normalized_weight2,Normalized_weight3,Normalized_weight4,Normalized_backward_weight1,Normalized_backward_weight2,Normalized_backward_weight3,Normalized_backward_weight4,Weight_greater_than_mean,Backward_weight_greater_than_mean
Statistical population,Sampling (statistics),0,2332,55.69491525,78.0625,0,3887,122.6,168.1834862,0,1555,66.90508475,90.12098624,0,6219,178.2949153,246.2459862,0,0.005873212,0.001423268,0.000196603,0,0.022586362,0.000712397,0.016116908,0,1,1
Statistical population,Statistical hypothesis testing,0,0,96.74324324,86.69230769,0,0,0,40.7027027,0,0,96.74324324,45.98960499,0,0,96.74324324,127.3950104,0,0,0,0.000218337,0,0,0,0.001731104,0,0,0
Statistical population,Statistical significance,0,0,61.86363636,104.8928571,0,0,19.07142857,16.78947368,0,0,42.79220779,88.10338346,0,0,80.93506494,121.6823308,0,0,0,0.000264176,0,0,1.78E-05,0.000443426,0,0,0
Statistical population,Student's t-test,0,0,112.6857143,78.0625,0,0,0,202.8235294,0,0,112.6857143,124.7610294,0,0,112.6857143,280.8860294,0,0,0,0.000196603,0,0,0,0.007547903,0,1,0
Statistical population,Type I and type II errors,0,0,136.3214286,12,0,0,0,17.11111111,0,0,136.3214286,5.111111111,0,0,136.3214286,29.11111111,0,0,0,3.02E-05,0,0,0,0.000217682,0,0,0
Statistical significance,Accuracy and precision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Statistical significance,Conditional probability,0,307,19.73684211,0,0,0,0,0,0,307,19.73684211,0,0,307,19.73684211,0,0,0.000254433,0,0,0,0,0,0,0,0,0
Statistical significance,Confidence interval,1,2531,138.2926829,62.25,62.25,3839,0,122.6862745,122.6862745,1308,138.2926829,60.43627451,60.43627451,6370,138.2926829,184.9362745,184.9362745,0.002097623,0,5.16E-05,1494,0.001479328,0,0.003022808,0.003022808,1,1
Statistical significance,Data analysis,0,0,13,10,0,0,0,61.86363636,0,0,13,51.86363636,0,0,13,71.86363636,0,0,0,8.29E-06,0,0,0,0.000573534,0,0,0
Statistical significance,Null hypothesis,1,34035,1343.69697,20.25,20.25,4014,0,61.86363636,61.86363636,30021,1343.69697,41.61363636,41.61363636,38049,1343.69697,82.11363636,82.11363636,0.028207266,0,1.68E-05,1134,0.006492246,0,0.000996705,0.000996705,1,1
Statistical significance,Sample (statistics),1,538,39.10638298,19.07142857,19.07142857,0,0,61.86363636,61.86363636,538,39.10638298,42.79220779,42.79220779,538,39.10638298,80.93506494,80.93506494,0.00044588,0,1.58E-05,267,0,0,0.001377788,0.001377788,1,1
Statistical significance,Standard deviation,1,2025,20.83333333,49.02173913,49.02173913,5458,0,92.2,92.2,3433,20.83333333,43.17826087,43.17826087,7483,20.83333333,141.2217391,141.2217391,0.001678264,0,4.06E-05,2255,0.000258958,0,0.001314237,0.001314237,1,1
Statistical significance,Statistical hypothesis testing,1,12852,343.9047619,348.7169811,348.7169811,7550,0,123.3962264,123.3962264,5302,343.9047619,225.3207547,225.3207547,20402,343.9047619,472.1132075,472.1132075,0.010651382,0,0.000289007,36964,0.003991691,0,0.003758772,0.003758772,1,1
Statistical significance,Statistical population,1,513,16.78947368,14.375,14.375,0,0,61.86363636,61.86363636,513,16.78947368,47.48863636,47.48863636,513,16.78947368,76.23863636,76.23863636,0.00042516,0,1.19E-05,115,0,0,0.000329601,0.000329601,1,0
Stepwise regression,Arithmetic mean,1,0,10.5,10,0,0,0,0,0,0,10.5,10,0,0,10.5,10,0,0,0,3.16E-05,0,0,0,0,0,0,0
Stepwise regression,Confidence interval,0,0,53.04347826,10,0,0,0,0,0,0,53.04347826,10,0,0,53.04347826,10,0,0,0,3.16E-05,0,0,0,0,0,0,0
Stepwise regression,Data mining,0,482,92.42307692,49.64285714,0,0,0,13.4,0,482,92.42307692,36.24285714,0,482,92.42307692,63.04285714,0,0.001525056,0,0.000157071,0,0,0,9.25E-06,0,1,0
Stepwise regression,Ensemble learning,0,1812,21.5,10,0,0,0,0,0,1812,21.5,10,0,1812,21.5,10,0,0.005733197,0,3.16E-05,0,0,0,0,0,0,0
Stepwise regression,F-test,0,2887,12.875,0,0,3495,0,0,0,608,12.875,0,0,6382,12.875,0,0,0.009134515,0,0,0,0.020120666,0,0,0,0,0
Stepwise regression,Linear regression,0,0,24.46938776,105.6071429,0,0,0,39.86363636,0,0,24.46938776,65.74350649,0,0,24.46938776,145.4707792,0,0,0,0.000334143,0,0,0,0.000311576,0,0,0
Stepwise regression,Model selection,0,1829,106.6883117,41.375,0,1792,0,0,0,37,106.6883117,41.375,0,3621,106.6883117,41.375,0,0.005786986,0,0.000130911,0,0.009532726,0,0,0,1,0
Stepwise regression,Regression analysis,1,3469,134.2653061,0,0,1224,0,0,0,2245,134.2653061,0,0,4693,134.2653061,0,0,0.010975972,0,0,0,0.000261145,0,0,0,1,0
Stepwise regression,Statistical model,0,0,178.9047619,0,0,0,0,0,0,0,178.9047619,0,0,0,178.9047619,0,0,0,0,0,0,0,0,0,0,0,0
Student's t-test,Confidence interval,1,147,77.95652174,89.14583333,0,537,0,88.55102041,0,390,77.95652174,0.594812925,0,684,77.95652174,177.6968537,0,0.000121084,0,7.34E-05,0,0.000206929,0,0.002096206,0,1,1
Student's t-test,Null hypothesis,1,11746,75.46031746,28.11111111,0,338,0,89.75,0,11408,75.46031746,61.63888889,0,12084,75.46031746,117.8611111,0,0.009675174,0,2.32E-05,0,0.000546681,0,0.003154888,0,0,1
Student's t-test,Sample (statistics),1,0,64.82857143,13.8,0,0,0,133.3448276,0,0,64.82857143,119.5448276,0,0,64.82857143,147.1448276,0,0,0,1.14E-05,0,0,0,0.003914701,0,0,0
Student's t-test,Standard deviation,1,3033,499.1438849,87.46153846,0,682,0,62.14666667,0,2351,499.1438849,25.31487179,0,3715,499.1438849,149.6082051,0,0.002498281,0,7.20E-05,0,3.24E-05,0,0.001328776,0,1,0
Student's t-test,Statistical hypothesis testing,1,6731,176.8208955,293,293,1181,0,19.32692308,19.32692308,5550,176.8208955,273.6730769,273.6730769,7912,176.8208955,312.3269231,312.3269231,0.005544321,0,0.000241344,12013,0.000624396,0,0.000577609,0.000577609,1,0
Student's t-test,Statistical population,1,0,202.8235294,13.8,0,0,0,112.6857143,0,0,202.8235294,98.88571429,0,0,202.8235294,126.4857143,0,0,0,1.14E-05,0,0,0,0.000955142,0,0,0
Support vector machine,Active learning (machine learning),0,0,91.33333333,474.4,0,0,0,450.9230769,0,0,91.33333333,23.47692308,0,0,91.33333333,925.3230769,0,0,0,0.00019016,0,0,0,0.00737912,0,0,0
Support vector machine,Classification rule,0,0,0,62.91666667,0,0,0,102.9285714,0,0,0,40.01190476,0,0,0,165.8452381,0,0,0,2.52E-05,0,0,0,0.02774355,0,0,0
Support vector machine,Cross-validation (statistics),0,253,39.87719298,0,0,421,0,0,0,168,39.87719298,0,0,674,39.87719298,0,0,0.000101413,0,0,0,0.002310762,0,0,0,0,0
Support vector machine,Decision tree,0,314,120.7435897,52.57142857,0,58,0,0,0,256,120.7435897,52.57142857,0,372,120.7435897,52.57142857,0,0.000125865,0,2.11E-05,0,5.65E-05,0,0,0,1,0
Support vector machine,Decision tree learning,0,176,388.3157895,134.7105263,134.7105263,252,0,251.75,251.75,76,388.3157895,117.0394737,117.0394737,428,388.3157895,386.4605263,386.4605263,7.05E-05,0,5.40E-05,5119,9.30E-05,0,0.003666169,0.003666169,1,1
Support vector machine,Hyperplane,1,5735,171.4166667,15.14285714,0,244,0,0,0,5491,171.4166667,15.14285714,0,5979,171.4166667,15.14285714,0,0.00229884,0,6.07E-06,0,0.002642609,0,0,0,1,0
Support vector machine,Hyperplane separation theorem,0,1232,73.06666667,382.3333333,0,614,0,61,0,618,73.06666667,321.3333333,0,1846,73.06666667,443.3333333,0,0.00049384,0,0.000153256,0,0.038640654,0,0.000211237,0,1,1
Support vector machine,Joint probability distribution,1,0,23.71428571,0,0,0,0,0,0,0,23.71428571,0,0,0,23.71428571,0,0,0,0,0,0,0,0,0,0,0,0
Support vector machine,Linear regression,0,186,703.9158879,607.2,607.2,426,0,26.25,26.25,240,703.9158879,580.95,580.95,612,703.9158879,633.45,633.45,7.46E-05,0,0.000243392,9108,6.92E-05,0,0.000149215,0.000149215,1,0
Support vector machine,Linear separability,1,1677,93.78571429,339.5,0,487,0,487.4210526,0,1190,93.78571429,147.9210526,0,2164,93.78571429,826.9210526,0,0.000672215,0,0.000136086,0,0.016245788,0,0.003250825,0,1,1
Support vector machine,Machine learning,1,4450,165.5493827,48,48,9017,0,46.23076923,46.23076923,4567,165.5493827,1.769230769,1.769230769,13467,165.5493827,94.23076923,94.23076923,0.001783755,0,1.92E-05,2688,0.00022969,0,0.000602714,0.000602714,1,0
Support vector machine,Multiclass classification,0,259,17.5,192.7777778,192.7777778,1302,0,301.0857143,301.0857143,1043,17.5,108.3079365,108.3079365,1561,17.5,493.8634921,493.8634921,0.000103819,0,7.73E-05,5205,0.004824527,0,0.004778928,0.004778928,1,1
Support vector machine,Outlier,0,0,20.11111111,13,13,0,0,10,10,0,20.11111111,3,3,0,20.11111111,23,23,0,0,5.21E-06,13,0,0,3.80E-06,3.80E-06,0,0
Support vector machine,Probability density function,1,0,52.21875,0,0,0,0,0,0,0,52.21875,0,0,0,52.21875,0,0,0,0,0,0,0,0,0,0,0,0
Support vector machine,Regression analysis,0,9108,335.7674419,198.826087,0,46,0,250.5897436,0,9062,335.7674419,51.76365663,0,9154,335.7674419,449.4158305,0,0.003650886,0,7.97E-05,0,9.81E-06,0,0.003009543,0,1,0
Support vector machine,Statistical classification,1,5099,186.6927711,228.1136364,0,3980,0,323,0,1119,186.6927711,94.88636364,0,9079,186.6927711,551.1136364,0,0.002043903,0,9.14E-05,0,0.001449085,0,0.002909835,0,1,1
Type I and type II errors,Confidence interval,1,267,79.70588235,25.71428571,25.71428571,242,0,136.3214286,136.3214286,25,79.70588235,110.6071429,110.6071429,509,79.70588235,162.0357143,162.0357143,0.000340158,0,3.28E-05,360,9.33E-05,0,0.001844024,0.001844024,1,1
Type I and type II errors,Null hypothesis,1,27357,273.4642857,22.24285714,22.24285714,389,0,89.5106383,89.5106383,26968,273.4642857,67.26778116,67.26778116,27746,273.4642857,111.7534954,111.7534954,0.034852834,0,2.83E-05,1557,0.000629169,0,0.003080923,0.003080923,1,1
Type I and type II errors,Precision and recall,0,1458,0,400.8082192,400.8082192,16133,0,194.2837838,194.2837838,14675,0,206.5244354,206.5244354,17591,0,595.092003,595.092003,0.001857493,0,0.00051063,58518,0.006270627,0,0.014656066,0.029312132,1,1
Type I and type II errors,Sample (statistics),1,0,46.27777778,25.71428571,25.71428571,0,0,136.3214286,136.3214286,0,46.27777778,110.6071429,110.6071429,0,46.27777778,162.0357143,162.0357143,0,0,3.28E-05,360,0,0,0.003864084,0.003864084,0,1
Type I and type II errors,Standard deviation,1,0,23.55555556,21.63636364,21.63636364,0,0,107.1621622,107.1621622,0,23.55555556,85.52579853,85.52579853,0,23.55555556,128.7985258,128.7985258,0,0,2.76E-05,476,0,0,0.001130357,0.001130357,0,1
Type I and type II errors,Statistical hypothesis testing,1,9717,212.6179775,414.7761194,414.7761194,11657,0,18.69230769,18.69230769,1940,212.6179775,396.0838117,396.0838117,21374,212.6179775,433.4684271,433.4684271,0.012379464,0,0.000528425,27790,0.006163065,0,0.000418982,0.000418982,1,0
Type I and type II errors,Statistical population,1,0,17.11111111,25.33333333,25.33333333,0,0,136.3214286,136.3214286,0,17.11111111,110.9880952,110.9880952,0,17.11111111,161.6547619,161.6547619,0,0,3.23E-05,380,0,0,0.000924385,0.000924385,0,1
Web search engine,Data mining,0,3738,0,90.6,0,0,0,58.32142857,0,3738,0,32.27857143,0,3738,0,148.9214286,0,0.00591436,0,0.00014335,0,0,0,0.000225351,0,0,0
Absorption_spectroscopy,Electromagnetic_spectrum,0,972,79.68503937,56.62121212,56.62121212,0,0,125.0625,0,972,79.68503937,68.44128788,56.62121212,972,79.68503937,181.6837121,56.62121212,0.003280847,0,0.000191117,7474,0,0,0.001000828,0,1,0
Absorption_spectroscopy,Energy,1,0,17,11,11,0,0,0,0,0,17,11,11,0,17,11,11,0,0,3.71E-05,11,0,0,0,0,0,0
Absorption_spectroscopy,Frequency,1,136,281.0898876,11,0,0,0,0,0,136,281.0898876,11,0,136,281.0898876,11,0,0.000459048,0,3.71E-05,0,0,0,0,0,1,0
Absorption_spectroscopy,Length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absorption_spectroscopy,Physics,1,0,49.90243902,0,0,0,0,0,0,0,49.90243902,0,0,0,49.90243902,0,0,0,0,0,0,0,0,0,0,0,0
Absorption_spectroscopy,Planet,0,0,0,10.5,0,0,0,0,0,0,0,10.5,0,0,0,10.5,0,0,0,3.54E-05,0,0,0,0,0,0,0
Absorption_spectroscopy,Wave,1,0,66.50980392,19.65,19.65,0,0,0,0,0,66.50980392,19.65,19.65,0,66.50980392,19.65,19.65,0,0,6.63E-05,786,0,0,0,0,0,0
Absorption_spectroscopy,Wavelength,1,561,240.1,26.90909091,26.90909091,0,0,31.81818182,0,561,240.1,4.909090909,26.90909091,561,240.1,58.72727273,26.90909091,0.001893575,0,9.08E-05,1184,0,0,0.000225509,0,1,0
Acceleration,Displacement_(vector),1,475,56.74509804,0,0,597,23.8125,0,0,122,32.93259804,0,0,1072,80.55759804,0,0,7.81E-05,0.001481881,0,0,0.000819408,3.27E-05,0,0,1,0
Acceleration,Distance,1,393,57.43333333,93.22727273,93.22727273,187,18.77777778,11,11,206,38.65555556,82.22727273,82.22727273,580,76.21111111,104.2272727,104.2272727,6.46E-05,0.001540569,1.53E-05,0.053982208,5.07E-05,5.09E-06,2.33E-06,9.32E-06,1,0
Acceleration,Electric_potential,0,0,0,12.5,12.5,0,0,16.71428571,16.71428571,0,0,4.214285714,4.214285714,0,0,29.21428571,29.21428571,0,0,2.06E-06,0.000657999,0,0,3.80E-05,3.80E-05,0,0
Acceleration,Electromagnetic_radiation,0,0,0,84.98837209,84.98837209,0,0,244.443299,244.443299,0,0,159.4549269,159.4549269,0,0,329.4316711,329.4316711,0,0,1.40E-05,0.04809312,0,0,0.001692093,0.001692093,1,1
Acceleration,Electron,0,0,0,56.0212766,56.0212766,0,0,26.88571429,26.88571429,0,0,29.13556231,29.13556231,0,0,82.90699088,82.90699088,0,0,9.22E-06,0.034650208,0,0,8.29E-05,0.000165846,0,0
Acceleration,Energy,0,113,46.79012346,93.32142857,93.32142857,117,16.71428571,354.2424242,354.2424242,4,30.07583774,260.9209957,260.9209957,230,63.50440917,447.5638528,447.5638528,1.86E-05,0.000386365,1.54E-05,0.034387008,4.43E-06,6.33E-07,0.004898639,0.004898639,1,1
Acceleration,Equations_of_motion,0,99,115.6818182,163.1732673,163.1732673,1398,43.04761905,235.8730159,235.8730159,1299,72.63419913,72.69974855,72.69974855,1497,158.7294372,399.0462832,399.0462832,1.63E-05,0.000425491,2.68E-05,0.867531716,0.00159976,4.93E-05,0.008385919,0.033543677,1,1
Acceleration,Euclidean_vector,1,2594,207.6666667,259.957265,259.957265,894,28.2173913,565.4109589,565.4109589,1700,179.4492754,305.4536939,305.4536939,3488,235.884058,825.3682239,825.3682239,0.000426715,0.009351011,4.28E-05,0.200130284,0.000220999,6.98E-06,0.006777443,0.006777443,1,1
Acceleration,Field_(physics),0,0,18.40909091,16.11111111,16.11111111,0,0,17.41176471,17.41176471,0,18.40909091,1.300653595,1.300653595,0,18.40909091,33.52287582,33.52287582,0,0,2.65E-06,0.008586882,0,0,7.03E-05,0.000210826,0,0
Acceleration,Force,1,4924,54.68275862,0,0,22145,692.0967742,0,0,17221,637.4140156,0,0,27069,746.7795328,0,0,0.000810002,0.022223323,0,0,0.001037309,3.24E-05,0,0,1,1
Acceleration,Frame_of_reference,0,0,213.3391304,65.6,0,0,0,20.125,0,0,213.3391304,45.475,0,0,213.3391304,85.725,0,0,0,1.08E-05,0,0,0,0.000151597,0,0,0
Acceleration,Free_fall,0,625,18.05263158,85.70114943,85.70114943,1363,80.17647059,300.9466667,300.9466667,738,62.12383901,215.2455172,215.2455172,1988,98.22910217,386.6478161,386.6478161,0.000102813,0.001912262,1.41E-05,0.196241512,0.000660906,3.89E-05,0.009322772,0.037291088,1,1
Acceleration,Friction,0,153,61.18309859,122.5789474,122.5789474,136,14.42857143,420.8823529,420.8823529,17,46.75452716,298.3034056,298.3034056,289,75.61167002,543.4613003,543.4613003,2.52E-05,0.000484179,2.02E-05,0.030649576,0.000144112,1.53E-05,0.015066124,0.015066124,1,1
Acceleration,Gravitational_acceleration,0,2541,29.85714286,62.61538462,62.61538462,1997,62.89285714,59.68292683,60.775,544,33.03571429,2.932457786,1.840384615,4538,92.75,122.2983114,123.3903846,0.000417996,0.010226445,1.03E-05,0.064273306,0.00260672,8.21E-05,0.001450681,0.005802723,0,1
Acceleration,Gravitational_field,0,238,34.95121951,65.75,65.75,0,0,271.1415094,271.1415094,238,34.95121951,205.3915094,205.3915094,238,34.95121951,336.8915094,336.8915094,3.92E-05,0.000469507,1.08E-05,0.166131494,0,0,0.00349315,0.010479449,0,1
Acceleration,Gravity_of_Earth,0,0,17.46153846,43.62385321,43.62385321,0,108.4666667,75.09333333,75.09333333,0,91.00512821,31.46948012,31.46948012,0,125.9282051,118.7171865,118.7171865,0,0,7.18E-06,0.12515134,0,7.11E-05,0.001385946,0.005543785,0,0
Acceleration,Hooke's_law,0,0,26.52380952,129.3137255,129.3137255,0,0,670.8125,670.8125,0,26.52380952,541.4987745,541.4987745,0,26.52380952,800.1262255,800.1262255,0,0,2.13E-05,0.04339501,0,0,0.005237338,0.005237338,1,1
Acceleration,Inertial_frame_of_reference,0,682,158.0982143,160.8781726,160.8781726,31,10.5,220.6990291,220.6990291,651,147.5982143,59.82085654,59.82085654,713,168.5982143,381.5772017,381.5772017,0.000112189,0.003335455,2.65E-05,0.417079012,2.32E-05,7.85E-06,0.006854857,0.013709713,1,1
Acceleration,Kilogram,0,0,114.8504673,50.22916667,50.22916667,0,0,116.1587302,116.1587302,0,114.8504673,65.92956349,65.92956349,0,114.8504673,166.3878968,166.3878968,0,0,8.26E-06,0.031728694,0,0,0.004025641,0.008051283,0,1
Acceleration,Length,0,0,82.01851852,58.02777778,58.02777778,0,0,18.29166667,18.29166667,0,82.01851852,39.73611111,39.73611111,0,82.01851852,76.31944444,76.31944444,0,0,9.55E-06,0.054982366,0,0,0.000299222,0.001196887,0,0
Acceleration,Magnetic_field,0,0,26.19047619,324.8295455,324.8295455,0,0,432.7525773,432.7525773,0,26.19047619,107.9230319,107.9230319,0,26.19047619,757.5821228,757.5821228,0,0,5.34E-05,0.376177818,0,0,0.006816122,0.013632244,1,1
Acceleration,Mass,0,820,155.2527473,124.8301887,124.8301887,7064,221.9310345,359.6935484,359.6935484,6244,66.67828723,234.8633597,234.8633597,7884,377.1837817,484.5237371,484.5237371,0.000134891,0.003115373,2.05E-05,0.043533189,0.000781647,2.46E-05,0.003262768,0.003262768,1,1
Acceleration,Motion_(physics),1,0,179.6349206,0,0,0,484.7857143,0,0,0,305.1507937,0,0,0,664.4206349,0,0,0,0,0,0,0,0.000101216,0,0,0,0
Acceleration,Newton's_law_of_universal_gravitation,0,0,17.63888889,59.13392857,59.13392857,0,0,298.185567,298.185567,0,17.63888889,239.0516384,239.0516384,0,17.63888889,357.3194956,357.3194956,0,0,9.73E-06,0.087158499,0,0,0.002038267,0.004076533,0,1
Acceleration,Newton's_laws_of_motion,0,17104,167.2580645,218.3785714,218.3785714,8995,335.68,370.7272727,370.7272727,8109,168.4219355,152.3487013,152.3487013,26099,502.9380645,589.1058442,589.1058442,0.00281362,0.083650464,3.59E-05,0.201169922,0.010612054,0.000396026,0.010055966,0.010055966,1,1
Acceleration,Non-inertial_reference_frame,0,0,113.1126761,54.85443038,0,0,16.27272727,168.0340136,0,0,96.83994878,113.1795832,0,0,129.3854033,222.888444,0,0,0,9.02E-06,0,0,0.000103233,0.005436248,0,0,0
Acceleration,Normal_force,0,0,49.16666667,67.23076923,67.23076923,0,0,14,14,0,49.16666667,53.23076923,53.23076923,0,49.16666667,81.23076923,81.23076923,0,0,1.11E-05,0.017252724,0,0,0.00034224,0.001026719,0,0
Acceleration,Photoelectric_effect,0,0,13,12.45454545,0,0,0,168.3333333,0,0,13,155.8787879,0,0,13,180.7878788,0,0,0,2.05E-06,0,0,0,0.000771709,0,0,0
Acceleration,Physics,1,2267,113.2307692,110.28,110.28,11,11,514.7619048,514.7619048,2256,102.2307692,404.4819048,404.4819048,2278,124.2307692,625.0419048,625.0419048,0.000372923,0.010030817,1.81E-05,0.145128178,1.10E-07,1.10E-07,0.00182245,0.0072898,1,1
Acceleration,Position_(vector),1,0,89.14893617,0,0,0,12.5,0,0,0,76.64893617,0,0,0,101.6489362,0,0,0,0,0,0,0,3.38E-05,0,0,0,0
Acceleration,Potential_energy,0,11,24.86206897,83.85714286,83.85714286,0,0,287.6019417,287.6019417,11,24.86206897,203.7447989,203.7447989,11,24.86206897,371.4590846,371.4590846,1.81E-06,5.38E-05,1.38E-05,0.092698847,0,0,0.006183729,0.012367458,1,1
Acceleration,Projectile_motion,0,0,13.25,255.0673077,255.0673077,0,35.25,206.2272727,206.2272727,0,22,48.84003497,48.84003497,0,48.5,461.2945804,461.2945804,0,0,4.20E-05,0.698189188,0,4.46E-05,0.011488164,0.045952657,1,1
Acceleration,Relative_velocity,0,0,23.11363636,695.0625,695.0625,0,0,613.75,613.75,0,23.11363636,81.3125,81.3125,0,23.11363636,1308.8125,1308.8125,0,0,0.000114338,0.292704111,0,0,0.137635253,0.275270505,1,1
Acceleration,Sonic_boom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acceleration,Speed,1,1222,142.5488722,19.984375,19.984375,1769,56.57142857,25.5,25.5,547,85.97744361,5.515625,5.515625,2991,199.1203008,45.484375,45.484375,0.00020102,0.004714631,3.29E-06,0.008415802,0.000587514,1.88E-05,0.00066727,0.00066727,1,0
Acceleration,Tension_(physics),0,0,37.21052632,115.2586207,115.2586207,0,14.33333333,383.7758621,383.7758621,0,22.87719298,268.5172414,268.5172414,0,51.54385965,499.0344828,499.0344828,0,0,1.90E-05,0.043987209,0,7.23E-05,0.009632499,0.009632499,1,1
Acceleration,Torque,0,47,76.03030303,96.70731707,96.70731707,399,18.5625,385.2105263,385.2105263,352,57.46780303,288.5032092,288.5032092,446,94.59280303,481.9178434,481.9178434,7.73E-06,0.000132049,1.59E-05,0.104358583,0.000108898,5.07E-06,0.004713165,0.00942633,1,1
Acceleration,Velocity,1,22242,175.9195402,31.02857143,31.02857143,19640,613.75,38.57,38.57,2602,437.8304598,7.541428571,7.541428571,41882,789.6695402,69.59857143,69.59857143,0.003658825,0.10877886,5.10E-06,0.01429173,0.002596909,8.12E-05,0.00161339,0.00161339,1,1
Acceleration,Work_(physics),0,0,37.75,98.87323944,98.87323944,0,13.14285714,435.6,435.6,0,24.60714286,336.7267606,336.7267606,0,50.89285714,534.4732394,534.4732394,0,0,1.63E-05,0.138574512,0,3.94E-06,0.008399673,0.02519902,1,1
Ammeter,Metre,0,0,27.5,0,0,0,20.27777778,0,0,0,7.222222222,0,0,0,47.77777778,0,0,0,0,0,0,0,4.35E-06,0,0,0,0
Amplitude,Displacement_(vector),0,308,0,0,0,0,0,0,0,308,0,0,0,308,0,0,0,0.000230244,0,0,0,0,0,0,0,0,0
Amplitude,Doppler_effect,0,0,0,110.0666667,0,0,0,90.91139241,0,0,0,19.15527426,0,0,0,200.9780591,0,0,0,8.23E-05,0,0,0,0.001269205,0,0,0
Amplitude,Electric_field,0,23,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,1.72E-05,0,0,0,0,0,0,0,0,0
Amplitude,Electrical_resistance_and_conductance,0,0,0,12,0,0,0,11,0,0,0,1,0,0,0,23,0,0,0,8.97E-06,0,0,0,3.12E-06,0,0,0
Amplitude,Electromagnetic_radiation,0,446,0,164.4655172,0,0,0,42.48888889,0,446,0,121.9766284,0,446,0,206.9544061,0,0.000333405,0,0.000122945,0,0,0,0.000136446,0,1,0
Amplitude,Electromagnetic_spectrum,0,0,0,140.7826087,0,0,0,52.24242424,0,0,0,88.54018445,0,0,0,193.0250329,0,0,0,0.000105241,0,0,0,0.000431141,0,0,0
Amplitude,Field_(physics),0,0,0,11.5,0,0,0,35.33333333,0,0,0,23.83333333,0,0,0,46.83333333,0,0,0,8.60E-06,0,0,0,0.000100665,0,0,0
Amplitude,Frequency,0,6117,0,41.38888889,0,1148,0,94.27058824,0,4969,0,52.88169935,0,7265,0,135.6594771,0,0.004572737,0,3.09E-05,0,0.000255076,0,0.002689572,0,0,1
Amplitude,Geometrical_optics,0,0,0,139.8275862,0,0,0,48.43478261,0,0,0,91.3928036,0,0,0,188.2623688,0,0,0,0.000104527,0,0,0,0.000828195,0,0,0
Amplitude,Power_(physics),0,109,0,0,0,0,0,0,0,109,0,0,0,109,0,0,0,8.15E-05,0,0,0,0,0,0,0,0,0
Amplitude,Refractive_index,0,0,0,119.7640449,0,0,0,81.33333333,0,0,0,38.43071161,0,0,0,201.0973783,0,0,0,8.95E-05,0,0,0,0.001507005,0,0,0
Amplitude,Sound_intensity,0,361,0,0,0,0,0,0,0,361,0,0,0,361,0,0,0,0.000269864,0,0,0,0,0,0,0,0,0
Amplitude,Standing_wave,0,0,0,124.7692308,0,0,0,65.04761905,0,0,0,59.72161172,0,0,0,189.8168498,0,0,0,9.33E-05,0,0,0,0.002270171,0,0,0
Amplitude,Voltage,0,34,0,11.5,0,0,0,0,0,34,0,11.5,0,34,0,11.5,0,2.54E-05,0,8.60E-06,0,0,0,0,0,0,0
Amplitude,Wave,0,1419,0,109.8556701,0,1294,0,66.10119048,0,125,0,43.75447963,0,2713,0,175.9568606,0,0.001060767,0,8.21E-05,0,0.00014268,0,0.000875534,0,1,0
Angle_of_incidence,Plane_mirror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angle_of_incidence,Ray_(optics),0,0,96.69230769,0,0,0,0,0,0,0,96.69230769,0,0,0,96.69230769,0,0,0,0,0,0,0,0,0,0,0,0
Angle_of_incidence,Reflection_(physics),0,21,120.7857143,0,0,0,0,0,0,21,120.7857143,0,0,21,120.7857143,0,0,0.000140051,0,0,0,0,0,0,0,0,0
Angle_of_incidence,Refraction,0,0,26.75,0,0,0,0,0,0,0,26.75,0,0,0,26.75,0,0,0,0,0,0,0,0,0,0,0,0
Angle_of_incidence,Refractive_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angle_of_incidence,Snell's_law,0,0,39.64,0,0,0,0,0,0,0,39.64,0,0,0,39.64,0,0,0,0,0,0,0,0,0,0,0,0
Angle_of_incidence,Specular_reflection,0,0,16.92307692,0,0,0,0,0,0,0,16.92307692,0,0,0,16.92307692,0,0,0,0,0,0,0,0,0,0,0,0
Angle_of_incidence,Total_internal_reflection,0,0,55.13043478,0,0,0,0,0,0,0,55.13043478,0,0,0,55.13043478,0,0,0,0,0,0,0,0,0,0,0,0
Capacitance,Coulomb,0,3341,352.707483,149.9620253,0,51,10.5,27.75,0,3290,342.207483,122.2120253,0,3392,363.207483,177.7120253,0,0.002101583,0.001187832,9.43E-05,0,1.27E-05,2.61E-06,0.000382637,0,1,0
