A,B,weight,backwardweight,SUM,Diff,Normalized_weight,Normalized_backward_weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Number,Empty_set,10,0,10,10,3.19787067862142E-07,0,0,0
Addition,Scientific_notation,23,0,23,23,6.89368056302787E-06,0,0,0
Exponential_function,Sine,47,279,326,232,1.54751258753324E-05,9.34973748685089E-05,0,1
Exponentiation,Nth_root,4369,1280,5649,3089,0.00113991170315436,0.0024482754003791,1,1
Partial_fraction_decomposition,Rational_function,1710,2582,4292,872,0.0041928618366206,0.02053819292538,1,1
Mathematics,List_of_mathematical_symbols,416,4704,5120,4288,1.6205301663385E-06,0.00845872773829732,1,1
Piecewise,Interval_(mathematics),88,0,88,88,0.000669654747319479,0,1,0
Extended_real_number_line,Real_number,852,727,1579,125,0.0199517598295202,3.84599493587742E-05,1,1
Complex_plane,Mathematics,262,0,262,262,0.00215614790187058,0,1,0
Determinant,Square_matrix,7302,706,8008,6596,0.00362226457512553,0.00635715314796139,1,1
Vertical_line_test,Graph_of_a_function,815,1036,1851,221,0.0126708229038728,0.00167071713436533,1,1
Coordinate_system,Polar_coordinate_system,10122,3340,13462,6782,0.00432229955559997,0.00681116950227481,1,1
Fundamental_theorem_of_algebra,Algebra,1751,0,1751,1751,0.00161180604201742,0,1,0
Perpendicular,Geometry,2328,35,2363,2293,0.00495919528109562,1.42833916313364E-06,1,0
Point_(geometry),Mathematics,2421,0,2421,2421,0.00453600984769424,0,1,0
Sine,Trigonometry,2124,11263,13387,9139,0.00116474124264291,0.00312455873202227,1,1
Rational_function,Mathematics,284,0,284,284,0.00225904213431755,0,1,0
Function_(mathematics),Continuous_function,946,2446,3392,1500,0.000107225587788343,0.0126941620348026,1,1
Geometry,Distance,376,0,376,376,1.77800694311711E-05,0,1,0
Subtraction,Real_number,11,0,11,11,5.74433530207371E-05,0,0,0
Mathematics,Algebra,37842,9731,47573,28111,0.000147413708063898,0.00172348414070474,1,1
Series_(mathematics),Geometric_series,7880,13208,21088,5328,0.0186742248300835,0.0456195492617218,1,1
Addition,Complex_number,881,25,906,856,0.000264057938088155,3.67738939479143E-06,1,0
Exponential_function,Exponential_growth,1488,8402,9890,6914,0.000489935900053076,0.00910749379157692,1,1
Real_number,Real_line,3130,1889,5019,1241,0.000342995618532327,0.0189145889656554,1,1
Binomial_coefficient,Mathematics,399,0,399,399,0.000287453414896139,0,1,0
Interval_(mathematics),Inequality_(mathematics),744,256,1000,488,0.00267641303096581,0.000208354358675517,1,1
Linear_inequality,Linear_function,1305,0,1305,1305,0.0289935569873361,0,1,0
Polynomial_long_division,Synthetic_division,6794,1742,8536,5052,0.0188737426070433,0.0104467766116942,1,1
Addition,Summation,2926,3760,6686,834,0.000876996057713894,0.00551846410576665,1,1
Conic_section,Curve,1001,526,1527,475,0.00106865437091381,0.000490356477972646,1,1
Curve,Plane_curve,368,1116,1484,748,0.000343063087250825,0.012778967376991,1,1
Trigonometric_functions,Trigonometry,2909,57658,60567,54749,0.00138964724743317,0.0159953660100275,1,1
Vector_(mathematics_and_physics),Scalar_(mathematics),608,4797,5405,4189,0.000644471273858952,0.0426191639642841,1,1
Mathematical_analysis,Mathematics,5401,16315,21716,10914,0.0313388494969305,6.23560133626319E-05,1,1
Summation,Number,81,0,81,81,0.000142658125965364,0,1,0
Mathematical_proof,Mathematical_induction,2754,4156,6910,1402,0.0117198970147031,0.0281925177220771,1,1
Arithmetic,Summation,756,488,1244,268,9.93956063460676E-05,0.000716226192450565,1,1
Arithmetic,Logarithm,2813,1159,3972,1654,0.000369841059062815,0.000346812748944376,1,1
Vector_(mathematics_and_physics),Norm_(mathematics),163,1123,1286,960,0.000172777660590476,0.00542148026204626,1,1
Geometric_series,Mathematics,308,0,308,308,0.000531906626209526,0,1,0
Real_number,Imaginary_number,18681,3832,22513,14849,0.00204712496798799,0.00474944567077864,1,1
Logarithm,Exponentiation,62567,3517,66084,59050,0.00748888253979729,0.00222849803541139,1,1
Logarithm,Arithmetic,1159,2813,3972,1654,0.000138725124484554,0.000387882083846511,1,1
Length,Geometry,954,4828,5782,3874,0.0122218378876975,0.000197029185131691,1,1
Mathematics,Addition,990,0,990,990,3.85655015546903E-06,0,1,0
Integer,Distributive_property,195,0,195,195,2.38368211899806E-05,0,1,0
Polynomial,Function_composition,301,0,301,301,3.84138230547004E-05,0,1,0
Limit_(mathematics),Mathematics,1184,0,1184,1184,0.00212258273859784,0,1,0
Sine,Inverse_trigonometric_functions,1881,3715,5596,1834,0.00103148694793376,0.0030373317919113,1,1
Natural_logarithm,Common_logarithm,1607,3690,5297,2083,0.00055381614475727,0.0130811634790932,1,1
Logarithm,Sine,59,0,59,59,7.061934723545E-06,0,0,0
Rational_function,Real_number,34,0,34,34,0.000270448706221116,0,0,0
Trigonometry,Sine,11263,2124,13387,9139,0.00312455873202227,0.000711786466740906,1,1
Mathematics,Algebraic_expression,24,1034,1058,1010,9.34921249810674E-08,0.00150194424794572,0,1
Square_(algebra),Square_root,641,6403,7044,5762,0.00669269963247578,0.0053645830278769,1,1
Linear_function,Analytic_geometry,319,0,319,319,0.000581851345189239,0,1,0
Nth_root,Square_root,4787,5470,10257,683,0.146494476237109,0.00458289382515799,1,1
Multiplication,Multiplicative_inverse,648,1016,1664,368,0.000137999975722226,0.00148001182844099,1,1
Algebraic_expression,Polynomial,2100,103,2203,1997,0.00254197588996392,2.50379580305483E-05,1,1
Square_matrix,Identity_matrix,446,2125,2571,1679,0.00251000343296434,0.0078346501690441,1,1
Sine,Cartesian_coordinate_system,1177,0,1177,1177,0.000645433353385454,0,1,0
Radius,Line_(geometry),219,0,219,219,0.000370774190053094,0,1,0
Sine,Sine_wave,1913,11826,13739,9913,0.00104903483859505,0.0103039697206532,1,1
Dot_product,Multiplication,235,22,257,213,0.000189574836078269,6.76748788081346E-06,1,0
Real_line,Mathematics,47,0,47,47,0.000647088788842537,0,1,0
Geometric_series,Calculus,628,45,673,583,0.00108453688720644,4.69784063233353E-06,1,0
Scalar_multiplication,Multiplication,80,0,80,80,0.000656227185851742,0,1,0
Parametric_equation,Mathematics,241,0,241,241,0.00142795352337163,0,1,0
Calculus,Linear_function,212,876,1088,664,3.59645776053665E-05,0.00346191693770525,1,1
Maxima_and_minima,Real_number,648,0,648,648,0.00476796632991678,0,1,0
Quadratic_formula,Quadratic_equation,38237,34947,73184,3290,0.0273854380259165,0.0167403320474824,1,1
E_(mathematical_constant),Base_(exponentiation),286,0,286,286,0.000145598125755036,0,1,0
Expression_(mathematics),Mathematics,814,0,814,814,0.0199017138945258,0,1,0
Algebraic_expression,Rational_number,1335,0,1335,1335,0.00161597038719135,0,1,0
Division_(mathematics),Number,323,352,675,29,0.000280968026186568,1.14008189480315E-05,1,1
Natural_number,Real_number,11086,11449,22535,363,0.00476831355425172,0.000605678074564796,1,1
Function_(mathematics),Even_and_odd_functions,348,212,560,136,3.94445079813355E-05,0.000974896417255667,1,1
Equality_(mathematics),Mathematics,745,0,745,745,0.00201072566954466,0,1,0
Number,Addition,644,17,661,627,2.05942871703219E-05,8.30349772630695E-06,1,0
Sine_wave,Sine,11826,1913,13739,9913,0.0137386223040597,0.000641076982521353,1,1
Commutative_property,Function_(mathematics),84,76,160,8,0.000332007936570674,7.21198715772834E-06,1,1
Rationalisation_(mathematics),Nth_root,493,0,493,493,0.104849000425351,0,1,0
Trigonometry,Law_of_sines,6039,2288,8327,3751,0.0016753271937035,0.00360547187085855,1,1
Polynomial,Quadratic_formula,1300,210,1510,1090,0.000165906876980434,0.00016544278397663,1,1
Mathematics,Series_(mathematics),1497,874,2371,623,5.83157129569408E-06,0.00155342152644105,1,1
Vertical_line_test,Function_(mathematics),858,809,1667,49,0.0133393448484943,7.67697054026609E-05,1,1
Scalar_(mathematics),Real_number,1034,0,1034,1034,0.00688998020963131,0,1,0
Mathematics,Formula,32,742,774,710,1.24656166641423E-07,0.0120939481361955,0,1
Associative_property,Addition,133,1580,1713,1447,0.00014831815023848,0.000771736847503822,1,1
Matrix_(mathematics),Matrix_multiplication,20088,8762,28850,11326,0.00560447130121773,0.00866813279001691,1,1
Exponentiation,Cartesian_coordinate_system,15,0,15,15,3.91363596871492E-06,0,0,0
Linear_equation,Vertical_line_test,34,0,34,34,2.95776400001044E-05,0,0,0
E_(mathematical_constant),Real_number,57,12,69,45,2.90178082798498E-05,6.34827224629011E-07,0,0
Even_and_odd_functions,Function_(mathematics),212,348,560,136,0.0012534366038963,3.30233096169666E-05,1,1
Complex_number,Set_(mathematics),530,1080,1610,550,4.87254121687212E-05,0.000415523496122358,1,1
Circle,Line_(geometry),11,40,51,29,2.40724396607887E-06,1.73534436607436E-05,0,1
Division_by_zero,Division_(mathematics),1421,3032,4453,1611,0.00333830594481576,0.00153851071959374,1,1
Identity_(mathematics),Mathematics,155,0,155,155,0.00366924697583032,0,1,0
Interval_(mathematics),Closed_set,113,969,1082,856,0.000406498215724646,0.00210194771811775,1,1
Analytic_geometry,Geometry,1871,2871,4742,1000,0.00214761002340447,0.000117164621067333,1,1
Coordinate_system,Number,2999,0,2999,2999,0.00128063390310653,0,1,0
Equation,Function_(mathematics),32,62,94,30,1.31815152316528E-05,5.88346320762049E-06,0,1
Integer,Natural_number,31732,40400,72132,8668,0.0038789231282075,0.0144807175267221,1,1
Matrix_(mathematics),Matrix_ring,556,1243,1799,687,0.000155121766401686,0.0530607017843422,1,1
Cross_product,Mathematics,520,10,530,510,0.000372560890420528,3.82200510956984E-08,1,0
Multiplication,Product_(mathematics),2607,15395,18002,12788,0.000555194346771365,0.0636493682608983,1,1
Exponentiation,Identity_(mathematics),414,506,920,92,0.000108016352736532,0.00299463215145974,1,1
Polynomial,Binomial,382,15,397,367,4.87510976973274E-05,1.96386231492234E-05,1,0
Complex_number,Rational_number,407,634,1041,227,3.74174391559802E-05,0.000123455323679802,1,1
Absolute_value,Real_number,2474,10,2484,2464,0.0141458728815498,5.29022687190842E-07,1,0
Associative_property,Exponentiation,521,718,1239,197,0.000581005686272542,0.000454950693609717,1,1
Mathematics,Sine,855,697,1552,158,3.33065695245052E-06,0.000233575879151794,1,1
Matrix_(mathematics),Determinant,13715,247,13962,13468,0.00382642990323582,0.000367583591782795,1,1
Cartesian_coordinate_system,Number,2054,0,2054,2054,0.00119474799484176,0,1,0
Function_(mathematics),Transformation_(function),60,2076,2136,2016,6.80077723816129E-06,0.014269708488277,1,1
Number,Multiplication,649,0,649,649,2.0754180704253E-05,0,1,0
Mathematics,Mathematical_proof,26634,1305,27939,25329,0.000103752885697739,0.00222142406049082,1,1
Mathematics,Calculus,33712,11531,45243,22181,0.000131325271556739,0.00120379556292084,1,1
Product_(mathematics),Cross_product,102,0,102,102,0.000421710656876364,0,1,0
Mathematics,Operation_(mathematics),588,1376,1964,788,2.29055706203615E-06,0.0181638175697974,1,1
Limit_(mathematics),Limit_of_a_function,25976,1545,27521,24431,0.0465677442718053,0.00900113606571703,1,1
Hyperbola,Rotation_of_axes,10,0,10,10,3.25638495680405E-05,0,0,0
Number,Absolute_value,21,0,21,21,6.71552842510497E-07,0,0,0
Set_(mathematics),Set-builder_notation,8044,657,8701,7387,0.00193430062792631,0.00804959629498034,1,1
Analytic_geometry,Plane_(geometry),846,0,846,846,0.000971073265526555,0,1,0
Geometry,Linear_equation,370,0,370,370,1.74963449189716E-05,0,1,0
Square_root,Pythagorean_theorem,70,183,253,113,2.23419680784344E-05,6.26676917228992E-05,1,1
Binary_logarithm,Exponentiation,157,0,157,157,0.00115986140764326,0,1,0
Invertible_matrix,Matrix_(mathematics),91,12723,12814,12632,0.00041816009557945,0.00327661473649945,0,1
Complex_number,Commutative_property,433,23,456,410,3.98077423944458E-05,6.49335983376999E-05,1,0
Arithmetic,Arithmetic_mean,520,0,520,520,6.8367348280364E-05,0,1,0
Polynomial,Zero_of_a_function,665,2452,3117,1787,8.48677486092218E-05,0.0106740032300613,1,1
Addition,Arithmetic,4424,6415,10839,1991,0.00132598447003632,0.000884558680368065,1,1
Secant_line,Interval_(mathematics),171,0,171,171,0.00111002200569941,0,1,0
Rational_root_theorem,Integer,65,0,65,65,0.000218595406806052,0,1,0
Imaginary_number,Square_(algebra),1075,0,1075,1075,0.00166546598188903,0,1,0
Exponentiation,Natural_number,141,0,141,141,3.67881781059202E-05,0,1,0
Eccentricity_(mathematics),Cone,1219,0,1219,1219,0.00340447636975015,0,1,0
Mathematics,Trigonometric_functions,597,1734,2331,1137,2.32561660890405E-06,0.000828342498126198,1,1
Conic_section,Mathematics,609,715,1324,106,0.000650160351534976,2.73273365334243E-06,1,1
Trigonometric_functions,Inverse_trigonometric_functions,12888,39919,52807,27031,0.0061566771141006,0.0326372134054662,1,1
Arithmetic,Exponentiation,1918,1221,3139,697,0.000252170334618727,0.000773669633561928,1,1
Coordinate_system,Complex_number,1096,0,1096,1096,0.000468014257354037,0,1,0
Secant_line,Curve,224,0,224,224,0.00145406391389864,0,1,0
Right_angle,Geometry,949,0,949,949,0.00844238450657865,0,1,0
Polygon,Right_triangle,12,0,12,12,4.99252161865872E-06,0,0,0
Function_(mathematics),Image_(mathematics),2342,1558,3900,784,0.000265457004862896,0.0162411783715039,1,1
Analytic_geometry,Cartesian_coordinate_system,4330,2184,6514,2146,0.00497015040157208,0.000604935877904883,1,1
Vector_(mathematics_and_physics),Euclidean_vector,23729,8698,32427,15031,0.0251523994365116,0.0258018967271519,1,1
Quadratic_equation,Quadratic_formula,34947,38237,73184,3290,0.0145082887011206,0.030123979671021,1,1
Union_(set_theory),Empty_set,452,287,739,165,0.00051598821446388,0.000452542199165872,1,1
Binomial,Binomial_theorem,4659,0,4659,4659,0.00469212168698845,0,1,0
Multiplicative_inverse,Mathematics,513,0,513,513,0.00298914468509099,0,1,0
Complex_number,Zero_of_a_function,98,236,334,138,9.00960451421637E-06,0.00102735104498143,1,1
System_of_linear_equations,Mathematics,478,0,478,478,0.000779009126466754,0,1,0
Vector_space,Scalar_(mathematics),7484,5964,13448,1520,0.0112520710486197,0.0529874283683532,1,1
Linear_equation,Cartesian_coordinate_system,991,0,991,991,0.000862101212944219,0,1,0
Exponentiation,Multiplicative_inverse,2658,0,2658,2658,0.000693496293656283,0,1,0
Logarithm,Mathematics,2835,29,2864,2806,0.000339331948156781,1.10838148177525E-07,1,0
Equation,Degree_of_a_polynomial,283,0,283,283,0.000116574025329929,0,1,0
Equation,Equality_(mathematics),2717,341,3058,2376,0.00111919302763752,0.000974483395203027,1,1
Associative_property,Commutative_property,19374,10355,29729,9019,0.0216053822760926,0.0292342352516036,1,1
Injective_function,Function_(mathematics),4652,2606,7258,2046,0.0140548902075,0.00024729524385579,1,1
Geometry,Point_(geometry),3444,0,3444,3444,0.000162857870002536,0,1,0
Geometry,Pythagorean_theorem,2023,977,3000,1046,9.56624480299447E-05,0.000334570135591653,1,1
Arithmetic,Division_(mathematics),2940,3069,6009,129,0.000386538469123596,0.00155728542164683,1,1
Parity_(mathematics),Even_and_odd_functions,155,923,1078,768,0.000901409105976633,0.00424447826946689,1,1
Set_(mathematics),Real_number,1588,466,2054,1122,0.000381858453151042,2.46524572230933E-05,1,1
Mathematics,Cross_product,10,520,530,510,3.89550520754447E-08,0.000447073004442358,0,1
Series_(mathematics),Calculus,2904,6017,8921,3113,0.00688197321149271,0.00062815349077224,1,1
Algebraic_expression,Square_root,936,0,936,936,0.0011329949680982,0,1,0
Quadratic_formula,Polynomial,210,1300,1510,1090,0.000150402541659714,0.000316013062521483,1,1
Union_(set_theory),Natural_number,150,0,150,150,0.000171235026923854,0,1,0
Matrix_(mathematics),Triangular_matrix,2398,571,2969,1827,0.000669032366602953,0.00787445009860301,1,1
Exponential_function,Mathematics,1021,0,1021,1021,0.000336172415291795,0,1,0
Real_number,Nth_root,32,0,32,32,3.50666447061804E-06,0,0,0
Even_and_odd_functions,Mathematics,12,0,12,12,7.0949241729979E-05,0,0,0
Trigonometry,Geometry,4885,2645,7530,2240,0.00135518684239801,0.000107941631042528,1,1
Number,Integer,5609,8052,13661,2443,0.000179368566363875,0.00105999098770703,1,1
Focus_(geometry),Ellipse,1532,5585,7117,4053,0.0259722646051605,0.00539135857409426,1,1
Polynomial,Function_(mathematics),1708,1624,3332,84,0.00021797611221737,0.000154108778212511,1,1
Coordinate_system,Real_number,902,34,936,868,0.00038517231763991,1.79867713644886E-06,1,0
Scalar_(mathematics),Vector_space,5964,7484,13448,1520,0.0397406595456878,0.0112520710486197,1,1
Exponential_function,Exponentiation,37002,6049,43051,30953,0.0121832044178521,0.00383286454825234,1,1
Complex_number,Natural_number,139,2243,2382,2104,1.27789288517967E-05,0.000803966569614795,1,1
Division_(mathematics),Synthetic_division,179,0,179,179,0.000155706738970265,0,1,0
Subtraction,Arithmetic,6531,4887,11418,1644,0.0341056853253122,0.00067386411082755,1,1
Product_(mathematics),Dot_product,361,1815,2176,1454,0.00149252497188596,0.00146416309566834,1,1
Integer,Set_(mathematics),2128,1833,3961,295,0.000260126951242455,0.000705235711474335,1,1
Exponential_function,Logarithm,1917,6712,8629,4795,0.000631187580915153,0.00200846175229909,1,1
Minute_and_second_of_arc,Angle,558,844,1402,286,0.00803143486333607,0.000600738680809175,1,1
Plane_curve,Plane_(geometry),3542,0,3542,3542,0.0289703344429631,0,1,0
Exponentiation,Exponential_growth,858,1993,2851,1135,0.000223859977410493,0.00216034695627384,1,1
Function_(mathematics),Real_number,4317,0,4317,4317,0.000489315922285705,0,1,0
Pythagorean_trigonometric_identity,Pythagorean_theorem,2776,5698,8474,2922,0.0275607358795906,0.00195125960348131,1,1
E_(mathematical_constant),Natural_logarithm,55469,58509,113978,3040,0.0282384001311401,0.0151228523360437,1,1
Function_(mathematics),Monotonic_function,429,676,1105,247,4.86255572528532E-05,0.00963278567051883,1,1
Equation,Differential_equation,2214,3579,5793,1365,0.000911996085089976,0.00243817532653769,1,1
Edge_(geometry),Line_segment,916,499,1415,417,0.0142024311585215,0.0014455681314511,1,1
Solution_of_triangles,Trigonometry,161,0,161,161,0.00154706538032825,0,1,0
Function_(mathematics),Inverse_function,1509,3270,4779,1761,0.000171039547539756,0.0093909117799942,1,1
Polynomial,Multiplication,1744,0,1744,1744,0.000222570456502982,0,1,0
Square_root,Square_(algebra),6403,641,7044,5762,0.00204365173723165,0.0041829536481751,1,1
Coordinate_system,Rotation_of_axes,1069,1040,2109,29,0.000456484709043308,0.019209102159177,1,1
Geometry,Perpendicular,35,2328,2363,2293,1.65505965449731E-06,0.0064469497453621,0,1
Cubic_function,Function_(mathematics),766,0,766,766,0.00496573899401648,0,1,0
Polynomial,Homogeneous_polynomial,1873,1010,2883,863,0.000239033523526425,0.0133275272818442,1,1
Interval_(mathematics),Empty_set,1952,0,1952,1952,0.00702198687694256,0,1,0
Geometry,Line_segment,34,1765,1799,1731,1.60777223579739E-06,0.0051130816673571,0,1
Zero_of_a_function,Mathematics,186,0,186,186,0.00104103118056294,0,1,0
Exponentiation,Rational_number,10,14,24,4,2.60909064580994E-06,2.72614279419121E-06,0,0
Amplitude,Displacement_(vector),308,0,308,308,0.00084422650487486,0,1,0
Trigonometry,Inverse_trigonometric_functions,2667,701,3368,1966,0.000739873758173081,0.000573127748621755,1,1
Exponentiation,Exponential_function,6049,37002,43051,30953,0.00157823893165044,0.0289350973926194,1,1
Logarithm,Addition,482,0,482,482,5.76924158770965E-05,0,1,0
Algebra,Algebraic_expression,47,631,678,584,9.98915857491688E-06,0.000916563656144826,0,1
Line_(geometry),Conic_section,591,0,591,591,0.000201454906654114,0,1,0
Perpendicular,Cartesian_coordinate_system,212,3957,4169,3745,0.000451610566835169,0.00109603080076448,1,1
Mathematics,Differential_equation,5113,2578,7691,2535,1.99177181261749E-05,0.00175624922934176,1,1
Pythagorean_theorem,Mathematics,5780,4810,10590,970,0.00263911997676844,1.83838445770309E-05,1,1
Rational_root_theorem,Equation_solving,165,351,516,186,0.000554896032661517,0.00162499247688668,1,1
Equation,System_of_linear_equations,372,0,372,372,0.000153235114567963,0,1,0
Square_(algebra),Number,282,0,282,282,0.00294437019712663,0,1,0
Perpendicular,Line_(geometry),1569,530,2099,1039,0.00334234424228481,0.000229933128504853,1,1
Mathematics,Logarithm,29,2835,2864,2806,1.1296965101879E-07,0.00084832971808223,0,1
Geometry,Unit_circle,238,0,238,238,1.12544056505817E-05,0,1,0
Open_set,Set_(mathematics),336,11,347,325,0.000690129707413759,4.23218375680179E-06,1,0
Rational_root_theorem,Rational_number,689,0,689,689,0.00231711131214415,0,1,0
Rotation_(mathematics),Mathematics,290,0,290,290,0.00339622199580742,0,1,0
Geometry,Rectangle,62,0,62,62,2.93181995939524E-06,0,1,0
Transformation_(function),Coordinate_system,2029,0,2029,2029,0.0119542803275791,0,1,0
Equation,Geometry,370,101,471,269,0.000152411269865985,4.12177872789992E-06,1,1
Trigonometry,Pythagorean_trigonometric_identity,1396,0,1396,1396,0.000387275502965737,0,1,0
Integer,Algebraic_expression,12,0,12,12,1.4668813039988E-06,0,0,0
Algebraic_expression,Arithmetic,417,0,417,417,0.000504763783864263,0,1,0
Minor_(linear_algebra),Matrix_(mathematics),2989,1589,4578,1400,0.0144103056103288,0.00040922273176905,1,1
Linear_function,Mathematics,388,0,388,388,0.000707706338349293,0,1,0
Complex_number,Subtraction,231,0,231,231,2.12369249263672E-05,0,1,0
Radius,Geometry,939,0,939,939,0.00158975782858381,0,1,0
Polar_coordinate_system,Plane_(geometry),439,0,439,439,0.000895240542364862,0,1,0
Mathematics,Pythagorean_theorem,4810,5780,10590,970,1.87373800482889E-05,0.00197934020851561,1,1
Transformation_(function),Set_(mathematics),12,0,12,12,7.07005243622224E-05,0,0,0
Symmetry,Even_and_odd_functions,505,910,1415,405,0.00186097588838567,0.00418469688538989,1,1
Base_(exponentiation),Logarithm,435,2442,2877,2007,0.012486723885524,0.000730730571977709,1,1
Square_root,Rational_number,762,0,762,762,0.000243208281082385,0,1,0
Exponential_growth,Natural_logarithm,10,19,29,9,9.63526661746257E-06,4.91094010126359E-06,0,0
Plane_(geometry),Cartesian_coordinate_system,1206,2918,4124,1712,0.00223263460139327,0.00080824308229233,1,1
Distance,Analytic_geometry,157,67,224,90,0.00121273916838536,4.39459242123021E-05,1,1
Exponential_function,Graph_of_a_function,257,0,257,257,8.46193053183069E-05,0,1,0
Geometry,Triangle,1832,2541,4373,709,8.66305510582593E-05,0.00111161323034105,1,1
Line_(geometry),Geometry,89,3184,3273,3095,3.03375409343758E-05,0.000129938054154786,1,1
Trigonometric_functions,Pythagorean_trigonometric_identity,2805,2658,5463,147,0.00133996580579238,0.0263892060403284,1,1
Complex_number,Cartesian_coordinate_system,1356,67,1423,1289,0.000124663507359974,1.85580145694264E-05,1,1
Mathematics,Polynomial,449,2422,2871,1973,1.74908183818747E-06,0.000588756644174639,1,1
Elementary_matrix,Matrix_(mathematics),1094,3591,4685,2497,0.012720190686588,0.000924807318931818,1,1
Conic_section,Eccentricity_(mathematics),5394,5041,10435,353,0.0057585631135955,0.0140787246758905,1,1
Equation,Mathematics,1756,33,1789,1723,0.000723335648336946,1.26126168615805E-07,1,0
Polynomial,Complex_number,1017,2618,3635,1601,0.000129790226068539,0.000385096217422559,1,1
Arithmetic,Multiplicative_inverse,489,0,489,489,6.42916025174961E-05,0,1,0
Number,Imaginary_number,457,82,539,375,1.46142690012999E-05,0.000101632188153405,1,0
Multiplication,Exponentiation,2227,2942,5169,715,0.000474268435082405,0.0018641572988855,1,1
Integer,Number,8052,5609,13661,2443,0.000984277354983198,0.000181668163294059,1,1
Matrix_(mathematics),Invertible_matrix,12723,91,12814,12632,0.00354966588836087,0.00041816009557945,1,0
Function_(mathematics),Empty_set,356,725,1081,369,4.0351278279757E-05,0.00114318151357232,1,1
Open_set,Closed_set,5368,16364,21732,10996,0.0110256436589198,0.0354966692046221,1,1
Inverse_trigonometric_functions,Inverse_function,5363,3156,8519,2207,0.00584628298277074,0.00906352219500358,1,1
Calculus,Geometric_series,45,628,673,583,7.63399052944099E-06,0.00216907002849495,0,1
Quadratic_equation,Equation_solving,461,297,758,164,0.000191384699436764,0.00137499363428873,1,1
Binary_logarithm,Logarithm,2787,9345,12132,6558,0.0205893868987375,0.00279634610775254,1,1
Inverse_trigonometric_functions,Mathematics,606,0,606,606,0.000660609264881423,0,1,0
Line_(geometry),Line_segment,4583,5383,9966,800,0.00156221292249713,0.0155941748529084,1,1
Line_segment,Line_(geometry),5383,4583,9966,800,0.0103961266075564,0.0019882708074297,1,1
Line_(geometry),Complex_number,36,0,36,36,1.22713648723318E-05,0,0,0
Inverse_trigonometric_functions,Sine,3715,1881,5596,1834,0.00404977461886879,0.000630353269274785,1,1
Degree_of_a_polynomial,Mathematics,44,0,44,44,5.45350207790824E-05,0,0,0
Number,Fundamental_theorem_of_algebra,236,0,236,236,7.54697480154654E-06,0,1,0
Plane_curve,Line_(geometry),21,0,21,21,0.00017176087614405,0,0,0
Differential_equation,Mathematics,2578,5113,7691,2535,0.00175624922934176,1.95419121252306E-05,1,1
Conic_section,Circle,6622,446,7068,6176,0.00706955968450675,0.000108447553814667,1,1
Quadratic_formula,Mathematics,11,0,11,11,7.87822837265166E-06,0,0,0
Factorization,Multiplication,90,387,477,297,0.000307703879462134,0.000119046264085219,1,1
Main_diagonal,Matrix_(mathematics),282,731,1013,449,0.00980153626915992,0.000188257908699292,1,1
Complex_number,Graph_of_a_function,209,0,209,209,1.92143606476655E-05,0,1,0
Parallel_(geometry),Geometry,898,43,941,855,0.00791405582141378,1.75481668613561E-06,1,0
Geometry,Analytic_geometry,2871,1871,4742,1000,0.00013576217908748,0.00122720633136145,1,1
Equation,Algebraic_expression,1518,0,1518,1518,0.000625298128801528,0,1,0
Algebraic_equation,Mathematics,339,0,339,339,0.00195473547643073,0,1,0
Inverse_trigonometric_functions,Trigonometric_functions,39919,12888,52807,27031,0.0435162726811906,0.0061566771141006,1,1
Cartesian_coordinate_system,Analytic_geometry,2184,4330,6514,2146,0.00127036495654061,0.0028400873408846,1,1
Arithmetic,Multiplication,4398,1997,6395,2401,0.000578229995648155,0.000614303331726568,1,1
Matrix_(mathematics),Elementary_matrix,3591,1094,4685,2497,0.00100187457400801,0.00508811177102567,1,1
Factorization,Mathematics,1474,0,1474,1474,0.00503950575919094,0,1,0
Inverse_trigonometric_functions,Multiplicative_inverse,678,512,1190,166,0.000739097494372285,0.000745832732442704,1,1
Binomial_coefficient,Integer,768,0,768,768,0.000553293791078282,0,1,0
Square_matrix,Matrix_(mathematics),7080,4439,11519,2641,0.0398448975457119,0.00114319679441335,1,1
Ellipse,Mathematics,764,0,764,764,0.00129064300713063,0,1,0
Linear_equation,System_of_linear_equations,4110,5492,9602,1382,0.00357541471765968,0.0078316508783513,1,1
Integer,Division_(mathematics),60,846,906,786,7.33440651999402E-06,0.000429281025321999,0,1
Image_(mathematics),Function_(mathematics),1558,2342,3900,784,0.0162411783715039,0.000222243077939471,1,1
Parity_(mathematics),Mathematics,367,0,367,367,0.0021343041412479,0,1,0
Exponentiation,Logarithm,3517,62567,66084,59050,0.000917617180131357,0.0187222029880956,1,1
Geometry,Complex_plane,231,0,231,231,1.09233937196823E-05,0,1,0
Symmetry,Mathematics,647,0,647,647,0.0023842601975951,0,1,0
Base_(exponentiation),Exponentiation,1626,2122,3748,496,0.0466745127307173,0.00134457572679641,1,1
Rectangle,Angle,960,0,960,960,0.00413782402179254,0,1,0
Vector_(mathematics_and_physics),Vector_space,29540,1648,31188,27892,0.0313119760358445,0.0024777409257249,1,1
Function_composition,Domain_of_a_function,275,0,275,275,0.000707188117182357,0,1,0
Graph_of_a_function,Mathematics,200,0,200,200,0.000783290839805274,0,1,0
Vertical_line_test,Domain_of_a_function,103,0,103,103,0.00160134326269803,0,1,0
