A,B,weight,backwardweight,SUM,Diff,Normalized weight,Normalized backward weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Euler's laws of motion,Isaac Newton,291.976744186047,1500.8875,1792.86424418605,1208.91075581395,0.00573022746333031,0.000114247720564297,1,1
General relativity,Density,30.5952380952381,176.661016949153,207.256255044391,146.065778853914,0.000111305166110184,0.000867592975951285,0,1
Speed of light,International System of Units,204.673469387755,182.40157480315,387.075044190905,22.2718945846055,0.00158976329187049,0.000150569024490492,1,1
Force,Gravitational acceleration,80.4230769230769,62.8928571428571,143.315934065934,17.5302197802198,0.00911846150491682,0.0013134968702823,1,1
Velocity,Classical mechanics,133.1,69.1666666666667,202.266666666667,63.9333333333333,0.00445407840148447,7.64420375947467E-05,1,1
Newton's laws of motion,Continuum mechanics,51,20.1333333333333,71.1333333333333,30.8666666666667,0.000230562236905781,0.000156893304760049,0,0
Newton's laws of motion,Acceleration,370.727272727273,218.378571428571,589.105844155844,152.348701298701,0.0100559657978799,0.000287387115040574,1,1
Mass,Classical mechanics,102.717948717949,58.5285714285714,161.24652014652,44.1893772893773,0.00117220293097551,6.4684962759176E-05,1,0
General relativity,Conservation of energy,587.6875,140.527777777778,728.215277777778,447.159722222222,0.0016289532714927,0.000945792745943504,1,1
Philosophiæ Naturalis Principia Mathematica,Robert Hooke,188.847826086957,135.59375,324.441576086957,53.2540760869565,0.00132422448188783,0.000800449535706063,1,1
General relativity,Einstein ring,362.375,88.7,451.075,273.675,0.00100443167798731,0.0040742271829498,1,1
Euler's laws of motion,Continuum mechanics,39.08,17.5833333333333,56.6633333333333,21.4966666666667,0.000445912563255572,0.000137021884537957,0,0
Philosophiæ Naturalis Principia Mathematica,Nicolaus Copernicus,121.826923076923,49,170.826923076923,72.8269230769231,0.00096569150371353,8.71715500524808E-05,1,0
Newton's law of universal gravitation,Gravitational potential,69.4177215189873,33.3086419753086,102.726363494296,36.1090795436787,0.000386456026991036,0.00079744887297538,0,0
Energy,Rudolf Clausius,35.4333333333333,0,35.4333333333333,35.4333333333333,0.000126166790598141,0,0,0
Newton's law of universal gravitation,Newton's cannonball,33.25,45.6206896551724,78.8706896551724,12.3706896551724,3.74898990443529E-05,0.00906251284369734,0,1
General relativity,Equation of state,11,0,11,11,9.52806869425701E-07,0,0,0
