A,B,result
Interval_(mathematics),Analytic_geometry,0
Absolute_value,Number,1
Eccentricity_(mathematics),Cone,1
Mathematics,Trigonometric_functions,0
Zero_(complex_analysis),Number,1
Multiplication,Equation,0
Arithmetic,Base_(exponentiation),0
Linear_function,Function_(mathematics),1
Division_(mathematics),Polynomial_long_division,0
Addition,Geometry,0
Linear_equation,Real_number,0
Inequality_(mathematics),Linear_inequality,0
Mathematics,Conic_section,0
Equation,Real_number,0
Set_(mathematics),Empty_set,0
Cartesian_coordinate_system,Mathematics,1
Exponential_function,Identity_(mathematics),0
Exponential_growth,Exponentiation,1
Piecewise,Function_(mathematics),1
Quadratic_formula,Multiplication,1
Scalar_multiplication,Vector_(mathematics_and_physics),1
Degree_of_a_polynomial,Synthetic_division,0
Inequality_(mathematics),Algebra,1
Equation_solving,Rational_root_theorem,0
Geometry,Closed_set,0
Prime_number,Floor_and_ceiling_functions,0
Parallel_(geometry),Mathematics,1
Addition,Division_(mathematics),0
Matrix_ring,Matrix_(mathematics),1
Sign_(mathematics),Real_number,0
Simultaneous_equations,Equality_(mathematics),1
Real_number,Number,1
Complex_number,Natural_logarithm,0
Line_(geometry),Right_triangle,0
Inverse_function,Function_(mathematics),1
Degree_of_a_polynomial,Integer,1
Number,Quadratic_equation,0
Degree_of_a_polynomial,Multiplicative_inverse,0
Constant_function,Slope,0
Rotation_of_axes,Number,1
Cartesian_coordinate_system,Geometry,1
Negative_number,Rational_number,0
Exponentiation,Scientific_notation,0
Summation,Empty_sum,0
Real_number,Zero_(complex_analysis),0
Common_logarithm,Scientific_notation,0
Extended_real_number_line,Number,1
Pythagorean_trigonometric_identity,Mathematics,1
Real_number,Square_root,0
Closed_set,Set_(mathematics),1
Addition,Partial_fraction_decomposition,0
Triangle,Solution_of_triangles,0
Polynomial,Binomial_theorem,0
Mathematics,Monotonic_function,0
Asymptote,Vertical_line_test,0
Unit_circle,Sine,0
Mathematics,Interval_(mathematics),0
Mathematics,Scalar_multiplication,0
Equality_(mathematics),Analytic_geometry,0
Calculus,Series_(mathematics),0
Real_number,Distributive_property,0
Sum,Addition,1
Mathematics,Perpendicular,0
Line_segment,Triangle,0
Function_(mathematics),Range_(statistics),0
Associative_property,Set_(mathematics),0
Plane_(geometry),Geometry,1
Rational_function,Function_(mathematics),1
Line_(geometry),Circle,0
Perpendicular,Slope,0
Circular_motion,Circle,1
Complex_number,Imaginary_number,0
Cone,Ellipse,0
Polynomial,Nth_root,0
Open_set,Empty_set,0
Eccentricity_(mathematics),Conic_section,1
Radius,Point_(geometry),1
Common_logarithm,Logarithm,1
Fundamental_theorem_of_algebra,Number,1
Displacement_(vector),Calculus,0
Subtraction,Number,1
Rational_number,Real_line,0
Analytic_geometry,Angle,1
Constant_function,Domain_of_a_function,0
Arithmetic_mean,Mathematics,1
Zero_of_a_function,Domain_of_a_function,1
Number,Dot_product,0
Spherical_law_of_cosines,Trigonometric_functions,1
Function_(mathematics),Function_composition,0
Quadratic_formula,Addition,1
Mathematics,Line_(geometry),0
Equation,Equation_solving,0
Rational_root_theorem,Multiplication,1
Orientation_(geometry),Geometry,1
Binomial_theorem,Real_number,0
Binomial_theorem,Binomial_coefficient,0
Polar_coordinate_system,Plane_(geometry),1
Mathematics,Pythagorean_theorem,0
Spherical_law_of_cosines,Polygon,0
Transformation_(function),Set_(mathematics),0
Function_(mathematics),Binary_logarithm,0
Algebraic_expression,Integer,1
Arithmetic,Cross_product,0
Geometry,Slope,0
Symmetry,Even_and_odd_functions,0
Parametric_equation,Number,1
Geometric_series,Pythagorean_theorem,0
Base_(exponentiation),Logarithm,0
Square_root,Rational_number,0
Exponential_growth,Natural_logarithm,0
Plane_(geometry),Cartesian_coordinate_system,0
Distance,Analytic_geometry,0
Complex_number,Inequality_(mathematics),0
Exponential_function,Graph_of_a_function,0
Geometry,Triangle,0
Line_(geometry),Geometry,1
Number,Partial_fraction_decomposition,0
Trigonometric_functions,Pythagorean_trigonometric_identity,0
Polynomial,Interval_(mathematics),0
Circle,Quadratic_function,0
Product_(mathematics),Number,1
Complex_number,Cartesian_coordinate_system,0
Partial_fraction_decomposition,Division_(mathematics),1
Mathematics,Polynomial,0
Real_number,Multiplicative_inverse,0
Rational_root_theorem,Mathematics,1
Mathematics,Factorization,0
Hyperbola,Geometry,0
Integer,Equation_solving,0
Mathematics,Origin_(mathematics),0
Elementary_matrix,Matrix_(mathematics),1
Curve,Chord_(geometry),0
Conic_section,Eccentricity_(mathematics),0
Equation,Mathematics,1
Minor_(linear_algebra),Inverse_function,0
Synthetic_division,Division_(mathematics),1
Vector_field,Matrix_multiplication,0
Polynomial,Complex_number,0
Equation,Rational_number,0
Quadratic_equation,Polynomial_long_division,0
Identity_matrix,Matrix_(mathematics),1
Arithmetic,Multiplicative_inverse,0
Degree_of_a_polynomial,Multiplication,1
Arithmetic,Sum,0
Trigonometric_functions,Spherical_law_of_cosines,0
Addition,Nth_root,0
Number,Imaginary_number,0
Binomial_coefficient,Real_number,0
Addition,Parity_(mathematics),0
Polynomial,Arithmetic,1
Multiplication,Exponentiation,0
Integer,Number,1
Matrix_(mathematics),Invertible_matrix,0
Function_(mathematics),Empty_set,0
Mathematics,Matrix_ring,0
Law_of_sines,Geometry,1
Subtraction,Mathematics,1
Open_set,Closed_set,0
Inverse_trigonometric_functions,Inverse_function,1
Calculus,Geometric_series,0
Binomial,Factorization,0
Quadratic_equation,Equation_solving,0
Logarithm,Exponential_growth,0
Force,Vector_field,0
Arithmetic,Degree_of_a_polynomial,0
Quadratic_function,Empty_set,0
Binary_logarithm,Logarithm,1
Real_number,Mathematical_proof,0
Range_(statistics),Inverse_trigonometric_functions,0
Mathematics,Triangular_matrix,0
Line_segment,Radius,0
Exponential_function,Addition,0
Inverse_trigonometric_functions,Mathematics,1
Mathematics,Injective_function,0
Line_(geometry),Line_segment,0
Line_segment,Line_(geometry),1
Binomial_theorem,Arithmetic,1
Line_(geometry),Complex_number,0
Mathematics,Linear_function,0
Inverse_trigonometric_functions,Sine,1
Degree_of_a_polynomial,Mathematics,1
Number,Fundamental_theorem_of_algebra,0
Solution_of_triangles,Polygon,1
Plane_curve,Line_(geometry),1
Differential_equation,Mathematics,1
Conic_section,Circle,1
Quadratic_formula,Mathematics,1
Calculus,Fundamental_theorem_of_algebra,0
Factorization,Multiplication,1
Main_diagonal,Matrix_(mathematics),1
Complex_number,Graph_of_a_function,0
Parallel_(geometry),Geometry,1
Geometry,Analytic_geometry,0
Equation,Algebraic_expression,0
Linear_equation,Analytic_geometry,0
Multiplication,Elementary_matrix,0
Descartes'_rule_of_signs,Polynomial_long_division,0
Algebra,Linear_inequality,0
Algebraic_equation,Mathematics,1
Mathematics,Range_(statistics),0
Determinant,Transformation_(function),0
Natural_logarithm,Binary_logarithm,0
Point_(geometry),Law_of_sines,0
Geometry,Circle,0
Partial_fraction_decomposition,Factorization,1
Unit_circle,Mathematics,1
Multiplication,Natural_number,0
Domain_of_a_function,Mathematics,1
Algebraic_expression,Algebra,1
Polynomial_long_division,Arithmetic,1
Descartes'_rule_of_signs,Number,1
Binomial_coefficient,Polynomial,1
Linear_inequality,Number,1
Number,Algebraic_expression,0
Algebraic_expression,Multiplication,1
Subtraction,Integer,0
Identity_matrix,Main_diagonal,1
Quadratic_equation,Graph_of_a_function,0
Homogeneous_polynomial,Arithmetic,1
Point_(geometry),Line–line_intersection,0
Addition,Natural_number,0
Rotation_(mathematics),Geometry,1
Prime_number,Parity_(mathematics),0
Mathematics,Pythagorean_trigonometric_identity,0
Trigonometric_functions,Mathematics,1
E_(mathematical_constant),Multiplicative_inverse,0
Coordinate_system,Cartesian_coordinate_system,0
Mathematics,Edge_(geometry),0
Rational_number,Closed_set,0
Union_(set_theory),Associative_property,0
Linear_inequality,Inequality_(mathematics),1
Number,Inequality_(mathematics),0
Commutative_property,Real_number,0
Mathematics,Rational_root_theorem,0
Linear_function,Matrix_(mathematics),0
Division_by_zero,Mathematics,1
Secant_line,Geometry,1
Scalar_multiplication,Vector_field,0
Quadrant_(plane_geometry),Geometry,1
Zero_of_a_function,Geometry,0
Common_logarithm,Arithmetic,1
Conic_section,Cone,1
Right_triangle,Point_(geometry),1
Algebraic_expression,Mathematics,1
Mathematics,Natural_logarithm,0
Monotonic_function,Function_(mathematics),1
Set_(mathematics),Function_(mathematics),0
Matrix_multiplication,Matrix_(mathematics),1
Geometry,Law_of_sines,0
Linear_inequality,Equality_(mathematics),1
Natural_number,Function_(mathematics),0
Exponentiation,Mathematics,1
Mathematics,Parametric_equation,0
Displacement_(vector),Derivative,0
Pythagorean_trigonometric_identity,Sine,0
Parametric_equation,Equality_(mathematics),1
Plane_curve,Conic_section,0
Analytic_geometry,Coordinate_system,1
Natural_number,Number,1
Binomial_coefficient,Number,1
System_of_linear_equations,Linear_equation,1
Point_(geometry),Polygon,0
Mathematics,Arithmetic,0
Exponentiation,Natural_logarithm,0
Number,Analytic_geometry,0
Transformation_(function),Function_(mathematics),1
Multiplication,Cross_product,0
Natural_number,Empty_set,0
Polynomial,Graph_of_a_function,0
Number,Polynomial,0
Rotation_of_axes,Mathematics,1
Equation,Integer,0
Circle,Cartesian_coordinate_system,0
Mathematics,Subtraction,0
Sine,Geometry,1
Unit_circle,Pythagorean_theorem,0
Simultaneous_equations,Number,1
Equation,Cartesian_coordinate_system,0
Function_(mathematics),Distance,0
Amplitude,Force,0
Degree_(angle),Mathematics,1
Number,Real_line,0
Polynomial,Descartes'_rule_of_signs,0
Logarithm,Degree_of_a_polynomial,0
Inverse_function,Mathematics,1
Geometry,Trigonometric_functions,0
Constant_function,Polynomial,0
Range_(statistics),Limit_of_a_sequence,0
Force,Change_of_variables,0
Chord_(geometry),Point_(geometry),1
Homogeneous_polynomial,Polynomial,1
Point_(geometry),Line_segment,0
Fundamental_theorem_of_algebra,Integer,1
Perpendicular,Equation,0
Exponentiation,Function_composition,0
Sine,Multiplicative_inverse,0
Equation,Analytic_geometry,0
Complex_number,Fundamental_theorem_of_algebra,0
Euclidean_vector,Vector_(mathematics_and_physics),1
Exponential_function,Arithmetic,1
Curve,Unit_circle,0
Geometry,Polygon,0
Sine_wave,Geometry,1
Line_(geometry),Analytic_geometry,0
Equation,Fundamental_theorem_of_algebra,0
Asymptote,Geometry,1
Rational_number,Multiplicative_inverse,0
Zero_(complex_analysis),Complex_number,1
Equation,Subtraction,0
Even_and_odd_functions,Sine,0
Rotation_of_axes,Conic_section,0
Curve,Ellipse,0
Spherical_law_of_cosines,Triangle,0
Set_(mathematics),Natural_number,0
Law_of_sines,Triangle,1
Cone,Curve,1
Base_(exponentiation),Calculus,0
Equality_(mathematics),Rational_root_theorem,0
Eccentricity_(mathematics),Curve,1
Division_(mathematics),Arithmetic,1
Geometry,Conic_section,0
Mathematics,Chord_(geometry),0
Binomial,Integer,1
Multiplicative_inverse,Number,1
Area,Geometry,0
Mathematics,Dependent_and_independent_variables,0
Linear_function,Slope,0
Line_(geometry),Cartesian_coordinate_system,0
Linear_function,Real_number,0
Simple_harmonic_motion,Force,1
Polynomial,Polynomial_long_division,0
Circular_sector,Line_(geometry),1
Negative_number,Slope,0
Real_line,Graph_of_a_function,0
Secant_line,Circle,0
Unit_circle,Cartesian_coordinate_system,0
Exponentiation,Addition,0
Set_(mathematics),Open_set,0
Line_(geometry),Displacement_(vector),0
Base_(exponentiation),Multiplication,1
Floor_and_ceiling_functions,Function_(mathematics),0
Vector_field,Mathematics,0
Dot_product,Mathematics,1
Mathematics,Asymptote,0
Sine_wave,Line_(geometry),1
Integer,Inequality_(mathematics),0
Logarithm,Common_logarithm,0
Real_number,Fundamental_theorem_of_algebra,0
Addition,Function_(mathematics),0
Addition,Descartes'_rule_of_signs,0
Analytic_geometry,Number,1
Minor_(linear_algebra),Identity_matrix,0
Multiplication,Mathematics,1
Geometry,Edge_(geometry),0
Mathematical_induction,Mathematics,1
Real_number,Natural_logarithm,0
Function_composition,Commutative_property,0
Graph_of_a_function,Function_(mathematics),1
Parity_(mathematics),Mathematical_proof,0
Trigonometry,Solution_of_triangles,0
Line_segment,Point_(geometry),1
Base_(exponentiation),Nth_root,0
Mathematics,Line–line_intersection,0
Line_segment,Edge_(geometry),0
Mathematics,Graph_of_a_function,0
Range_(statistics),Real_number,0
Chord_(geometry),Line_(geometry),1
Linear_inequality,Equation,1
Exponentiation,Negative_number,0
Vector_(mathematics_and_physics),Scalar_multiplication,0
Natural_logarithm,Multiplicative_inverse,0
Set_(mathematics),Interval_(mathematics),0
Curve,Line_(geometry),1
Arithmetic,Polynomial,0
Line_(geometry),Unit_circle,0
Function_(mathematics),Piecewise,0
System_of_linear_equations,Line_(geometry),1
Exponentiation,Polynomial,0
Sign_(mathematics),Absolute_value,0
Set_(mathematics),Rational_number,0
Floor_and_ceiling_functions,Limit_of_a_sequence,0
Multiplication,Complex_number,0
Analytic_geometry,Distance,1
Geometry,Plane_(geometry),0
Zero_of_a_function,Real_number,0
Geometry,Vertical_line_test,0
Injective_function,Mathematics,1
Linear_function,Perpendicular,0
Line_(geometry),Eccentricity_(mathematics),0
Line_(geometry),Asymptote,0
Conic_section,Geometry,1
Mathematics,Matrix_multiplication,0
Multiplication,Inequality_(mathematics),0
Extended_real_number_line,Mathematics,1
Unit_circle,Pythagorean_trigonometric_identity,0
Algebra,Inequality_(mathematics),0
Mathematics,Triangle,0
Right_triangle,Right_angle,1
Multiplication,Identity_matrix,0
Integer,Fundamental_theorem_of_algebra,0
Algebraic_equation,Equality_(mathematics),1
Line_(geometry),Equation_solving,0
Amplitude,Periodic_function,0
Law_of_sines,Pythagorean_theorem,0
Degree_(angle),Angle,1
Geometry,Angle,0
Parity_(mathematics),Division_(mathematics),0
Coordinate_system,Quadrant_(plane_geometry),0
Identity_(mathematics),Equality_(mathematics),1
Conic_section,Line_(geometry),1
Quadratic_equation,Real_number,0
Analytic_geometry,Mathematics,1
Integer,Sine,0
Multiplication,Algebraic_expression,0
Series_(mathematics),Mathematics,1
Linear_function,Degree_of_a_polynomial,0
Arithmetic,Binomial_coefficient,0
Line_segment,Geometry,1
Natural_number,Division_(mathematics),0
Linear_equation,Equation_solving,0
Triangle,Law_of_sines,0
Mathematics,Orientation_(geometry),0
Pythagorean_theorem,Distance,0
Semi-major_axis,Simple_harmonic_motion,0
Base_(exponentiation),Natural_logarithm,0
Arithmetic,Exponential_growth,0
Derivative,Vector_(mathematics_and_physics),0
Sine,Graph_of_a_function,0
Number,Simultaneous_equations,0
Slope,Geometry,1
Mathematics,Image_(mathematics),0
Angle,Cartesian_coordinate_system,0
Sine_wave,Curve,1
Matrix_multiplication,Multiplication,1
Pythagorean_theorem,Function_(mathematics),0
Addition,Even_and_odd_functions,0
Mathematics,Quadratic_formula,0
Vector_space,Vector_(mathematics_and_physics),1
Degree_of_a_polynomial,Number,1
Limit_(mathematics),Parity_(mathematics),0
Equation,Division_(mathematics),0
Complex_number,Sine,0
Algebraic_expression,Number,1
Unit_circle,Real_number,0
Partial_fraction_decomposition,Quadratic_equation,0
Associative_property,Subtraction,0
Mathematics,Inverse_function,0
Quadrant_(plane_geometry),Coordinate_system,1
Mathematics,Domain_of_a_function,0
Graph_of_a_function,Cartesian_coordinate_system,0
Triangle,Right_triangle,0
Quadratic_function,Mathematics,1
Limit_of_a_function,Limit_(mathematics),1
Equality_(mathematics),Simultaneous_equations,0
Line_(geometry),Linear_equation,0
Chord_(geometry),Mathematics,1
Quadratic_formula,Equality_(mathematics),1
Binary_logarithm,Function_(mathematics),1
Real_number,Common_logarithm,0
Partial_fraction_decomposition,Monomial,0
Mathematics,Coordinate_system,0
Binomial,Multiplication,1
Empty_set,Closed_set,0
Function_(mathematics),Rational_function,0
Algebraic_equation,Equation,1
Fundamental_theorem_of_algebra,Arithmetic,1
Graph_(mathematics),Geometry,0
Geometry,Cone,0
Square_matrix,Minor_(linear_algebra),0
Equality_(mathematics),Quadratic_formula,0
Linear_equation,Slope,0
Matrix_multiplication,Mathematics,1
Matrix_multiplication,Elementary_matrix,0
Mathematics,Trigonometric_tables,0
Line_(geometry),Sine_wave,0
Synthetic_division,Multiplication,1
Pythagorean_theorem,Sine,0
Complex_number,Factorization,0
Circle,Mathematics,1
Polynomial,Quadratic_equation,0
Trigonometric_functions,Identity_(mathematics),0
Mathematical_proof,Mathematics,1
Logarithm,Equation_solving,0
Mathematics,Circular_sector,0
Line_(geometry),Edge_(geometry),0
Mathematics,Multiplication,0
Parity_(mathematics),Limit_of_a_sequence,0
Exponential_function,E_(mathematical_constant),0
Commutative_property,Algebraic_expression,0
Triangle,Polygon,1
Geometry,Quadrant_(plane_geometry),0
Real_number,Complex_number,0
Complex_number,Real_number,1
Edge_(geometry),Mathematics,1
Arithmetic,Division_by_zero,0
Square_matrix,Main_diagonal,0
Number,Exponential_function,0
Simultaneous_equations,Mathematics,1
Even_and_odd_functions,Real_number,0
Binomial_coefficient,Binomial,1
Calculus,Linear_inequality,0
Range_(statistics),Function_(mathematics),1
Line_(geometry),Chord_(geometry),0
Interval_(mathematics),Integer,0
Geometric_series,Area,0
Mathematics,Periodic_function,0
Matrix_(mathematics),Minor_(linear_algebra),0
Line_(geometry),Cylinder_(geometry),0
Multiplication,Integer,0
Circle,Equation,0
Equation_solving,Mathematics,1
Complex_number,Inverse_trigonometric_functions,0
Line_segment,Semi-major_axis,0
Inverse_function,Inverse_trigonometric_functions,0
Inequality_(mathematics),Multiplicative_inverse,0
Line_(geometry),Real_number,0
Common_logarithm,Exponentiation,1
Edge_(geometry),Geometry,1
Multiplication,Logarithm,0
Mathematics,Exponential_growth,0
Semi-major_axis,Displacement_(vector),0
Monomial,Binomial,0
Scientific_notation,Division_(mathematics),0
Number,Zero_(complex_analysis),0
Polynomial,Equation_solving,0
Associative_property,Division_(mathematics),0
Logarithm,Multiplicative_inverse,0
Union_(set_theory),Distributive_property,0
Union_(set_theory),Commutative_property,0
Natural_number,Subtraction,0
Quadratic_formula,Integer,1
Angle,Triangle,0
Function_(mathematics),Quadratic_function,0
Complex_conjugate,Number,1
Exponential_growth,Multiplication,1
Calculus,Mathematics,1
Number,Matrix_ring,0
Function_(mathematics),Vertical_line_test,0
Complex_conjugate,Real_number,1
Plane_(geometry),Mathematics,1
Product_topology,Number,1
Mathematics,Cylinder_(geometry),0
Line_segment,Semi-minor_axis,0
Angle,Geometry,1
Unit_circle,Circle,1
Main_diagonal,Identity_matrix,0
Mathematics,System_of_linear_equations,0
Mathematics,Law_of_sines,0
Descartes'_rule_of_signs,Arithmetic,1
Logarithm,Real_number,0
Semi-major_axis,Semi-minor_axis,0
Radius,Mathematics,1
Geometry,Curve,0
Real_line,Distance,0
Geometry,Degree_(angle),0
Set-builder_notation,Set_(mathematics),1
Geometry,Secant_line,0
Angle,Rectangle,0
Number,Real_number,0
Piecewise,Mathematics,1
Integer,Synthetic_division,0
Range_(statistics),Complex_number,0
Image_(mathematics),Mathematics,1
Mathematics,Parallel_(geometry),0
Arithmetic,Parity_(mathematics),0
Spherical_law_of_cosines,Pythagorean_theorem,0
Addition,Binomial_coefficient,0
Law_of_sines,Trigonometric_functions,0
Real_number,Extended_real_number_line,0
Geometry,Sine_wave,0
Triangle,Angle,1
Circular_sector,Area,0
Rational_number,Number,1
Mathematics,Function_(mathematics),0
Parity_(mathematics),Number,0
Mathematics,Circular_motion,0
Algebraic_expression,Division_(mathematics),0
Curve,Circular_sector,0
Floor_and_ceiling_functions,Periodic_function,0
Descartes'_rule_of_signs,Polynomial,1
Exponentiation,Integer,0
Geometry,Cartesian_coordinate_system,0
Number,Multiplicative_inverse,0
Simple_harmonic_motion,Sine_wave,0
Trigonometry,Spherical_law_of_cosines,0
Arithmetic,Synthetic_division,0
Real_line,Line_(geometry),1
Mathematics,Linear_equation,0
Addition,Quadratic_formula,0
Calculus,Limit_(mathematics),0
Square_root,Natural_number,0
Mathematics,Right_triangle,0
Logistic_function,Natural_logarithm,0
Negative_number,Inequality_(mathematics),0
Polar_coordinate_system,Mathematics,1
Complex_plane,Geometry,1
Number,Square_(algebra),0
Elementary_matrix,Identity_matrix,1
Synthetic_division,Addition,1
Multiplication,Quadratic_formula,0
Dependent_and_independent_variables,Derivative,0
Product_topology,Mathematics,1
Mathematics,Sum,0
Integer,Polynomial,0
Number,Synthetic_division,0
Pythagorean_trigonometric_identity,Trigonometric_functions,1
Equation,Rational_root_theorem,0
Mathematics,Limit_of_a_sequence,0
Arithmetic,Matrix_multiplication,0
Quadratic_equation,Analytic_geometry,0
Continuous_function,Function_(mathematics),1
Integer,Real_number,0
Matrix_(mathematics),Identity_matrix,0
Right_triangle,Line_segment,1
Exponential_function,Complex_number,0
Multiplication,Polynomial_long_division,0
Number,Polynomial_long_division,0
Equation,Change_of_variables,0
Addition,Distributive_property,0
Scientific_notation,Subtraction,0
Dot_product,Product_(mathematics),1
Vector_(mathematics_and_physics),Vector_field,0
Mathematics,Dot_product,0
Mathematics,Partial_fraction_decomposition,0
Perpendicular,Pythagorean_theorem,0
Interval_(mathematics),Mathematics,1
Division_(mathematics),Elementary_matrix,0
Polynomial,Monomial,0
Cone,Conic_section,0
Real_line,Real_number,1
Fundamental_theorem_of_algebra,Matrix_(mathematics),0
Polynomial,E_(mathematical_constant),0
Commutative_property,Division_(mathematics),0
Polynomial,Binomial_coefficient,0
Partial_fraction_decomposition,Real_number,0
Geometry,Parallel_(geometry),0
Degree_(angle),Circular_sector,0
Rational_root_theorem,Addition,1
Mathematics,Zero_of_a_function,0
Law_of_sines,Line_(geometry),1
Slope,Line_(geometry),1
Function_composition,Mathematics,1
Real_number,Cartesian_coordinate_system,0
Curve,Asymptote,0
Number,Square_root,0
Polynomial,Subtraction,0
Trigonometric_functions,Geometry,1
Hyperbola,Focus_(geometry),0
Mathematics,Function_composition,0
Line_(geometry),Triangle,0
Mathematics,Degree_(angle),0
Equation,Domain_of_a_function,0
Pythagorean_theorem,Pythagorean_trigonometric_identity,0
Multiplication,Matrix_multiplication,0
Rotation_of_axes,Geometry,1
Curve,Conic_section,0
Interval_(mathematics),Real_line,0
Matrix_(mathematics),Main_diagonal,0
Angle,Perpendicular,0
Logarithm,Base_(exponentiation),1
Mathematics,Parity_(mathematics),0
Cross_product,Multiplication,1
Real_number,Vector_(mathematics_and_physics),0
Trigonometry,Trigonometric_substitution,0
Circle,Perpendicular,0
Scientific_notation,Integer,0
Scientific_notation,Natural_logarithm,0
Constant_function,Zero_of_a_function,0
Geometric_series,Series_(mathematics),1
Polar_coordinate_system,Coordinate_system,1
Function_composition,Real_number,0
Absolute_value,Sign_(mathematics),1
Summation,Mathematics,1
Position_(vector),Real_number,0
Binomial,Mathematics,1
Logarithm,Nth_root,0
Curve,Secant_line,0
Determinant,Vector_(mathematics_and_physics),0
Multiplication,Exponential_growth,0
Vertical_line_test,Mathematics,1
Arithmetic,Descartes'_rule_of_signs,0
Scalar_multiplication,Addition,0
Circular_motion,Mathematics,1
Number,Homogeneous_polynomial,0
Polygon,Line_(geometry),1
Line_(geometry),Parallel_(geometry),0
Plane_curve,Curve,1
Mathematics,Right_angle,0
Operation_(mathematics),Mathematics,1
Coordinate_system,Mathematics,1
Constant_function,Function_(mathematics),1
Arithmetic,Partial_fraction_decomposition,0
Degree_of_a_polynomial,Addition,1
Zero_(complex_analysis),Real_number,1
Integer,Rational_root_theorem,0
Geometry,Real_line,0
Multiplication,Base_(exponentiation),0
Algebraic_operation,Number,1
Mathematics,Rotation_of_axes,0
Right_triangle,Mathematics,1
Square_(algebra),Algebra,1
Union_(set_theory),Addition,0
Rational_root_theorem,Polynomial,1
Exponentiation,Base_(exponentiation),0
Algebraic_expression,Nth_root,0
Constant_function,Mathematics,1
Complex_plane,Plane_(geometry),1
Real_number,Distance,0
Square_root,Domain_of_a_function,0
Mathematics,Geometry,0
Mathematics,Quadratic_equation,0
Open_set,Function_(mathematics),0
Right_triangle,Angle,1
Negative_number,Integer,0
Union_(set_theory),Open_set,0
Function_(mathematics),Mathematics,1
Algebraic_expression,Exponentiation,1
Square_root,Natural_logarithm,0
Base_(exponentiation),Mathematics,1
Curve,Mathematics,1
Floor_and_ceiling_functions,Real_number,0
Geometry,Spherical_law_of_cosines,0
Line_(geometry),Polygon,0
Range_(statistics),Inverse_function,0
Matrix_multiplication,Number,1
Number,Binomial_coefficient,0
Angle,Degree_(angle),0
Even_and_odd_functions,Division_(mathematics),0
Number,E_(mathematical_constant),0
Circle,Unit_circle,0
Constant_function,Degree_of_a_polynomial,0
Linear_equation,Linear_inequality,0
Rational_root_theorem,Equality_(mathematics),1
Complex_number,Equation_solving,0
Exponential_growth,Arithmetic,1
Product_(mathematics),Mathematics,1
Multiplication,Descartes'_rule_of_signs,0
Trigonometry,Sine_wave,0
Partial_fraction_decomposition,Number,1
Number,Negative_number,0
Imaginary_number,Number,1
Homogeneous_polynomial,Multiplication,1
Division_(mathematics),Distributive_property,0
Synthetic_division,Arithmetic,1
Minor_(linear_algebra),Matrix_multiplication,0
Arithmetic,Empty_sum,0
Amplitude,Simple_harmonic_motion,0
Inequality_(mathematics),Domain_of_a_function,0
Linear_function,Calculus,1
Multiplicative_inverse,Division_(mathematics),1
Plane_(geometry),Orientation_(geometry),0
Arithmetic,Addition,0
Natural_logarithm,Base_(exponentiation),1
Zero_of_a_function,Multiplicative_inverse,0
Determinant,Elementary_matrix,0
Rational_number,Division_(mathematics),0
Square_root,Mathematics,1
Square_matrix,Imaginary_number,0
Slope,Mathematics,1
Function_(mathematics),Natural_logarithm,0
Prime_number,Fundamental_theorem_of_algebra,0
Logarithm,Binary_logarithm,0
Parity_(mathematics),Scientific_notation,0
Synthetic_division,Polynomial,1
Product_(mathematics),Multiplication,1
Point_(geometry),Right_triangle,0
Arithmetic,Binomial_theorem,0
Identity_matrix,Square_matrix,1
Formula,Mathematics,1
Law_of_sines,Mathematics,1
Scalar_multiplication,Mathematics,1
Angle,Right_triangle,0
Exponential_function,Degree_of_a_polynomial,0
Complex_number,Nth_root,0
Negative_number,Number,1
Square_root,Complex_number,0
Function_(mathematics),Cubic_function,0
Number,Natural_number,0
Cartesian_coordinate_system,Coordinate_system,1
Geometry,Rotation_(mathematics),0
Scalar_multiplication,Matrix_(mathematics),0
Complex_number,Quadratic_equation,0
Graph_of_a_function,Slope,0
Rational_function,Polynomial_long_division,0
Domain_of_a_function,Zero_of_a_function,0
Geometry,Plane_curve,0
Scalar_multiplication,Vector_space,1
Quadratic_function,Function_(mathematics),1
Law_of_sines,Trigonometry,1
Transformation_(function),Hyperbola,0
Focus_(geometry),Conic_section,0
Polygon,Triangle,0
Number,Empty_set,0
Division_by_zero,Arithmetic,1
Addition,Scientific_notation,0
Number,Floor_and_ceiling_functions,0
Rational_number,Binary_logarithm,0
Exponential_function,Sine,0
Exponentiation,Nth_root,0
Partial_fraction_decomposition,Rational_function,0
Floor_and_ceiling_functions,Scientific_notation,0
Multiplicative_inverse,Arithmetic,1
Mathematics,List_of_mathematical_symbols,0
Function_(mathematics),Linear_inequality,0
Piecewise,Interval_(mathematics),0
Extended_real_number_line,Real_number,1
Complex_plane,Mathematics,1
Line_(geometry),Mathematics,1
Geometry,Vector_field,0
Binomial_theorem,Binomial,1
Determinant,Square_matrix,1
Union_(set_theory),Closed_set,0
Addition,Fundamental_theorem_of_algebra,0
Curve,Geometry,1
Equality_(mathematics),Quadratic_equation,0
Vertical_line_test,Graph_of_a_function,1
Coordinate_system,Polar_coordinate_system,0
Line–line_intersection,Mathematics,1
Arithmetic,Product_topology,0
Inverse_trigonometric_functions,Trigonometric_functions,1
Square_root,Degree_of_a_polynomial,0
Cartesian_coordinate_system,Analytic_geometry,0
Equality_(mathematics),Equation_solving,0
Chord_(geometry),Geometry,1
Arithmetic,Multiplication,0
