A,B,result
Distance,Displacement_(vector),0
Electromagnetic_radiation,Physics,1
Joule,Kilogram,0
Ray_(optics),Total_internal_reflection,0
Wave,Snell's_law,0
Inelastic_collision,Kinetic_energy,1
Wave,Transmission_medium,0
Geometrical_optics,Real_image,0
Acceleration,Projectile_motion,0
Speed,Dispersion_(optics),0
Light,Dispersion_(optics),0
Velocity,Planet,0
Work_(physics),Power_(physics),0
Mass,Projectile_motion,0
Electrical_conductor,Insulator_(electricity),0
Electric_potential_energy,Electrostatics,0
Friction,Potential_energy,0
Hardness,Force,1
Electric_field,Absorption_spectroscopy,0
Physics,Refraction,0
Relative_velocity,Elastic_collision,0
Geometrical_optics,Virtual_image,0
Physics,Creep_(deformation),0
Geometrical_optics,Refractive_index,0
Magnetic_field,Planet,0
Electromagnetic_radiation,Le_Sage's_theory_of_gravitation,0
Newton's_law_of_universal_gravitation,Energy,0
Relative_velocity,Speed,1
Snell's_law,Electromagnetic_radiation,0
Reflection_(physics),Wave,1
Acceleration,Tension_(physics),0
Force,Strength_of_materials,0
Joule,Electrostatics,0
Capacitance,Planet,0
Magnetic_field,Metre,0
Snell's_law,Reflection_(physics),0
Voltage,Hertz,0
Potential_energy,Velocity,0
Hooke's_law,Physics,1
Light,Transverse_wave,0
Electrical_resistance_and_conductance,Length,0
Interference_(wave_propagation),Laser,0
Energy,Electron,0
Wave,Hertz,0
Euclidean_vector,Field_(physics),0
Projectile_motion,Free_fall,0
Photoelectric_effect,Amplitude,0
Electrostatics,Position_(vector),1
Shock_wave,Rarefaction,0
Emission_spectrum,Energy,1
Magnet,Temperature,0
Elasticity_(physics),Temperature,0
Wave,Crest_(physics),0
Capacitance,Potential_energy,0
Rarefaction,Mass,0
Collision,Velocity,0
Light,Optical_microscope,0
Force,Power_(physics),0
Potential_energy,Gravitational_field,0
Speed,Position_(vector),0
Physics,Plasticity_(physics),0
Gravity_of_Earth,Velocity,1
Hooke's_law,Kilogram,0
Ray_(optics),Specular_reflection,0
Inertial_frame_of_reference,Force,0
Torque,Velocity,0
Friction,Work_(physics),0
Motion_graphs_and_derivatives,Distance,1
Diffraction,Refractive_index,0
Motion_(physics),Doppler_effect,0
Free_fall,Velocity,1
Refractive_index,Electromagnetic_radiation,0
Ohm,Metre,0
Electric_potential_energy,Voltage,0
Magnetic_field,Electric_field,0
Distance,Le_Sage's_theory_of_gravitation,0
Dielectric,Specular_reflection,0
Magnetic_field,Mechanical_energy,0
Mechanical_energy,Physics,1
Physics,Sound_intensity,0
Mass,Field_(physics),0
Frequency,Wavelength,0
Position_(vector),Mass,0
Projectile_motion,Physics,1
Torque,Power_(physics),0
Electromagnetic_radiation,Coulomb's_law,1
Interference_(wave_propagation),Kilogram,0
Wave,Rarefaction,0
Amplitude,Electric_field,0
Angle_of_incidence,Specular_reflection,0
Electromagnetic_radiation,Electric_current,1
Position_(vector),Displacement_(vector),0
Energy,Photoelectric_effect,0
Gravitational_acceleration,Speed,1
Position_(vector),Distance,0
Hooke's_law,Creep_(deformation),0
Absorption_spectroscopy,Length,0
Kinetic_energy,Inelastic_collision,0
Velocity,Gravitational_acceleration,0
Inertial_frame_of_reference,Elastic_collision,0
Physics,Frame_of_reference,0
Magnet,Field_line,0
Hooke's_law,Amplitude,0
Coulomb's_law,Electric_potential,0
Physics,Elasticity_(physics),0
Ohm's_law,Series_and_parallel_circuits,0
Mass,Mechanical_energy,0
Field_line,Mass,0
Telescope,Electromagnetic_spectrum,0
Newton's_laws_of_motion,Motion_(physics),1
Refractive_index,Optical_microscope,0
Inertial_frame_of_reference,Distance,1
Mass,Free_fall,0
Electric_current,Electromagnetic_spectrum,0
Displacement_(vector),Motion_graphs_and_derivatives,0
Collision,Inelastic_collision,0
Motion_(physics),Relative_velocity,0
Electromagnetic_radiation,Voltage,0
Photoelectric_effect,Physics,1
Wave,Wavelength,0
Magnet,Magnetism,0
Temperature,Force,0
Acceleration,Potential_energy,0
Electrical_resistance_and_conductance,Temperature,0
Light,Electromagnetic_spectrum,0
Shock_wave,Temperature,0
Physics,Potential_energy,0
Refractive_index,Transverse_wave,0
Refractive_index,Real_image,0
Frequency,Absorption_spectroscopy,0
Field_(physics),Gravitational_field,0
Wave,Gravitational_field,0
Dielectric,Insulator_(electricity),1
Speed,Energy,0
Potential_energy,Physics,1
Electric_field,Electromagnetic_radiation,0
Contact_force,Friction,0
Electric_potential,Displacement_(vector),1
Electromagnetic_spectrum,Field_(physics),1
Sonic_boom,Shock_wave,0
Physics,Photoelectric_effect,0
Specular_reflection,Distance,0
Le_Sage's_theory_of_gravitation,Motion_(physics),1
Capacitance,Electric_charge,1
Energy,Distance,0
Energy,Gravitational_field,0
Energy,Refraction,0
Refractive_index,Dispersion_(optics),0
Electric_field,Energy,1
Non-inertial_reference_frame,Force,0
Electromagnetic_spectrum,Energy,1
Electric_potential,Electric_field,1
Euclidean_vector,Scalar_(mathematics),0
Voltage,Energy,0
Coulomb's_law,Electromagnetic_radiation,0
Electric_field,Distance,0
Speed,Temperature,0
Distance,Potential_energy,0
Speed,Relative_velocity,0
Emission_spectrum,Force,1
Electromagnetic_radiation,Energy_level,0
Electric_potential,Euclidean_vector,1
Tension_(physics),Potential_energy,0
Le_Sage's_theory_of_gravitation,Planet,0
Voltage,Ohm's_law,0
Lever,Work_(physics),0
Work_(physics),Mechanical_energy,0
Work_(physics),Length,0
Amplitude,Geometrical_optics,0
Hooke's_law,Tension_(physics),0
Field_line,Gravitational_field,0
Magnetism,Voltage,0
Photoelectric_effect,Electromagnetic_spectrum,0
Light,Total_internal_reflection,0
Electromagnetic_radiation,Frequency,0
Electrostatics,Coulomb,0
Electrical_conductor,Capacitance,0
Wavelength,Standing_wave,0
Force,Coulomb,0
Gravitational_field,Force,1
Wave,Specular_reflection,0
Gravitational_acceleration,Acceleration,1
Speed,Doppler_effect,0
Direction_(geometry),Distance,0
Physics,Electrostatics,0
Physics,Magnetism,0
Wavelength,Emission_spectrum,0
Magnetic_field,Equations_of_motion,0
Frequency,Emission_spectrum,0
Elasticity_(physics),Potential_energy,0
Electric_potential,Potential_energy,1
Le_Sage's_theory_of_gravitation,Temperature,0
Laser,Physics,0
Physics,Normal_force,0
Electron,Velocity,0
Direction_(geometry),Euclidean_vector,0
Electric_current,Insulator_(electricity),0
Physics,Equations_of_motion,0
Acceleration,Normal_force,0
Strength_of_materials,Physics,1
Motion_(physics),Electric_potential,0
Work_(physics),Kilogram,0
Collision,Elastic_collision,0
Potential_energy,Kinetic_energy,0
Physics,Newton's_laws_of_motion,0
Mechanical_energy,Velocity,1
Capacitance,Force,0
Speed,Mechanical_energy,0
Electromotive_force,Field_(physics),1
Scattering,Energy,0
Field_line,Velocity,0
Physics,Strength_of_materials,0
Interference_(wave_propagation),Length,0
Fatigue_(material),Strength_of_materials,0
Lever,Distance,0
Electromagnetic_radiation,Field_(physics),1
Voltage,Electron,0
Distance,Work_(physics),0
Refraction,Refractive_index,0
Wavelength,Amplitude,0
Elasticity_(physics),Fatigue_(material),0
Coulomb's_law,Force,0
Potential_energy,Elastic_collision,0
Elastic_collision,Speed,1
Newton's_law_of_universal_gravitation,Coulomb's_law,0
Joule,Voltage,0
Relative_velocity,Motion_(physics),1
Electromagnetic_spectrum,Length,0
Electric_potential,Mass,0
Free_fall,Force,1
Pigment,Subtractive_color,0
Gravitational_field,Gravity,1
Strength_of_materials,Fracture,1
Collision,Distance,0
Wave,Speed,0
Electric_potential_energy,Coulomb's_law,1
Electric_potential,Electron,0
Mass,Planet,0
Electric_potential_energy,Euclidean_vector,1
Refractive_index,Length,0
Electric_potential,Electric_potential_energy,1
Gravity_of_Earth,Mass,1
Dielectric,Dispersion_(optics),0
Acceleration,Distance,1
Crest_(physics),Wave,1
Wave,Sonic_boom,0
Diffraction,Electron,0
Displacement_(vector),Euclidean_vector,1
Field_line,Capacitance,0
Displacement_(vector),Electric_potential_energy,0
Stiffness,Physics,1
Geometrical_optics,Diffraction,0
Mass,Coulomb,0
Collision,Physics,1
Magnetism,Energy,0
Refractive_index,Energy,0
Shock_wave,Speed,1
Position_(vector),Motion_graphs_and_derivatives,0
Gravity,Normal_force,0
Equations_of_motion,Speed,1
Newton's_laws_of_motion,Kilogram,0
Dispersion_(optics),Wave,1
Physics,Inelastic_collision,0
Newton's_laws_of_motion,Force,1
Physics,Gravitational_constant,0
Plasticity_(physics),Fatigue_(material),0
Friction,Mechanical_energy,0
Motion_(physics),Gravity,0
Normal_force,Contact_force,1
Electrostatics,Displacement_(vector),1
Free_fall,Distance,1
Refractive_index,Total_internal_reflection,0
Voltage,Potential_energy,0
Wave,Equations_of_motion,0
Huygens–Fresnel_principle,Frequency,0
Newton's_law_of_universal_gravitation,Mass,0
Snell's_law,Length,0
Electric_field,Potential_energy,0
Electron,Energy,0
Electromagnetic_radiation,Electromagnetic_spectrum,0
Acceleration,Kilogram,0
Physics,Magnetic_field,0
Motion_(physics),Field_(physics),0
Acceleration,Gravitational_acceleration,0
Acceleration,Magnetic_field,0
Plane_mirror,Ray_(optics),0
Motion_(physics),Electric_potential_energy,0
Hardness,Stiffness,0
Electron,Photoelectric_effect,0
Electrostatics,Physics,1
Gravitational_acceleration,Potential_energy,0
Non-inertial_reference_frame,Inertial_frame_of_reference,0
Light,Metre,0
Force,Equations_of_motion,0
Hertz,Wavelength,0
Huygens–Fresnel_principle,Wavelength,0
Electron,Magnet,0
Doppler_effect,Motion_(physics),1
Energy,Hooke's_law,0
Gravity_of_Earth,Speed,1
Friction,Free_body_diagram,0
Electron,Inelastic_collision,0
Emission_spectrum,Mass,0
Hardness,Strength_of_materials,1
Refractive_index,Physics,1
Dispersion_(optics),Velocity,0
Hooke's_law,Energy,0
Angle_of_incidence,Plane_mirror,0
Amplitude,Electric_current,0
Euclidean_vector,Equations_of_motion,0
Physics,Tension_(physics),0
Free_fall,Speed,1
Gravity_of_Earth,Non-inertial_reference_frame,0
Force,Electric_potential,0
Motion_(physics),Refractive_index,0
Elastic_collision,Potential_energy,0
Voltage,Electrostatics,0
Magnetic_field,Electrostatics,0
Electron,Electrical_resistance_and_conductance,0
Hertz,Frequency,1
Displacement_(vector),Mechanical_energy,0
Energy,Electric_field,0
Wave,Scattering,0
Potential_energy,Force,1
Mass,Physics,1
Magnetic_field,Emission_spectrum,0
Speed,Gravitational_field,0
Mirror_image,Plane_mirror,1
Normal_force,Friction,0
Physics,Sonic_boom,0
Electric_field,Electroscope,0
Dielectric,Torque,0
Friction,Lever,0
Refraction,Diffraction,0
Physics,Dispersion_(optics),0
Equations_of_motion,Gravity,0
Hardness,Fracture,1
Electrical_resistance_and_conductance,Joule,0
Plane_mirror,Mirror_image,0
Scalar_multiplication,Position_(vector),0
Field_(physics),Electric_field,0
Ohm's_law,Magnetic_field,0
Energy,Length,0
Electromagnetic_spectrum,Frequency,1
Potential_energy,Length,0
Elastic_collision,Motion_(physics),1
Euclidean_vector,Velocity,0
Hertz,Electromagnetic_radiation,0
Motion_(physics),Motion_graphs_and_derivatives,0
Electron,Electrical_polarity,0
Electric_field,Field_(physics),1
Position_(vector),Work_(physics),0
Electromagnetic_radiation,Absorption_spectroscopy,0
Motion_(physics),Potential_energy,0
Interference_(wave_propagation),Optical_microscope,0
Light,Geometrical_optics,0
Potential_energy,Position_(vector),1
Speed,Inertial_frame_of_reference,0
Curved_mirror,Laser,0
Potential_energy,Motion_(physics),1
Emission_spectrum,Absorption_spectroscopy,0
Distance,Projectile_motion,0
Photoelectric_effect,Length,0
Photoelectric_effect,Frequency,0
Transverse_wave,Equations_of_motion,0
Acceleration,Friction,0
Transmission_medium,Physics,1
Light,Specular_reflection,0
Inelastic_collision,Energy,1
Physics,Mirror_image,0
Gravity_of_Earth,Distance,1
Distance,Shock_wave,0
Length,Hooke's_law,0
Electron,Optical_microscope,0
Wave,Potential_energy,0
Rarefaction,Physics,1
Physics,Standing_wave,0
Electric_field,Dielectric,0
Hooke's_law,Force,1
Power_(physics),Length,0
Speed,Displacement_(vector),0
Reflection_(physics),Light,1
Laser,Dispersion_(optics),0
Acceleration,Newton's_laws_of_motion,0
Series_and_parallel_circuits,Voltage,1
Angle_of_incidence,Refractive_index,0
Coulomb's_law,Electromotive_force,0
Gravitational_field,Normal_force,0
Coulomb's_law,Field_(physics),0
Light,Ray_(optics),0
Contact_force,Normal_force,0
Electric_potential,Energy,1
Hooke's_law,Electric_field,0
Distance,Gravitational_acceleration,0
Voltage,Free_fall,0
Elastic_collision,Velocity,1
Mechanical_energy,Mass,1
Force,Metre,0
Wave,Field_(physics),0
Refraction,Velocity,0
Motion_graphs_and_derivatives,Motion_(physics),1
Refracting_telescope,Gravity,0
Sound,Sonic_boom,0
Lever,Velocity,0
Electron,Collision,0
Optical_microscope,Wavelength,0
Coulomb,Electromotive_force,0
Insulator_(electricity),Electric_current,1
Magnet,Wave,0
Interference_(wave_propagation),Distance,0
Magnetic_field,Tangential_and_normal_components,0
Projectile_motion,Force,1
Torque,Force,1
Wave,Electric_field,0
Gravitational_field,Gravity_of_Earth,0
Friction,Energy,0
Joule,Mass,0
Electric_potential_energy,Distance,1
Acceleration,Length,0
Field_(physics),Electromagnetic_radiation,0
Acceleration,Gravity_of_Earth,0
Electron,Mass,0
Dielectric,Distance,0
Electron,Telescope,0
Voltmeter,Electroscope,0
Euclidean_vector,Mechanical_energy,0
Electron,Coulomb,0
Hardness,Crystallinity,0
Electron,Electric_current,0
Euclidean_vector,Physics,0
Projectile_motion,Acceleration,1
Euclidean_vector,Potential_energy,0
Standing_wave,Wavelength,1
Gravity_of_Earth,Metre,0
Series_and_parallel_circuits,Electric_current,1
Field_line,Force,0
Energy_level,Diffraction,0
Electrical_resistance_and_conductance,Ohmmeter,0
Speed,Gravitational_acceleration,0
Physics,Specular_reflection,0
Electromagnetic_spectrum,Absorption_spectroscopy,1
Work_(physics),Metre,0
Electrical_conductor,Electric_field,0
Voltage,Electromagnetic_spectrum,0
Deformation_(engineering),Force,1
Voltmeter,Amplitude,0
Snell's_law,Refracting_telescope,0
Distance,Contact_force,0
Mechanical_energy,Energy,1
Refractive_index,Motion_(physics),1
Voltage,Equations_of_motion,0
Speed,Transverse_wave,0
Dielectric,Electric_current,1
Tension_(physics),Contact_force,0
Euclidean_vector,Displacement_(vector),0
Electric_current,Power_(physics),0
Scattering,Laser,0
Magnet,Mechanical_energy,0
Free_fall,Position_(vector),1
Magnification,Optical_microscope,0
Wave,Standing_wave,0
Electromagnetic_radiation,Diffraction,0
Electron,Physics,0
Geometrical_optics,Wavelength,0
Intensity_(physics),Electric_field,0
Velocity,Relative_velocity,0
Plane_mirror,Geometrical_optics,0
Newton's_law_of_universal_gravitation,Planet,0
Electromagnetic_radiation,Electron,1
Magnetism,Temperature,0
Acceleration,Force,1
Strength_of_materials,Deformation_(engineering),1
Physics,Force,0
Crest_(physics),Amplitude,0
Electric_current,Emission_spectrum,0
Energy,Work_(physics),0
Hardness,Plasticity_(physics),1
Force,Gravitational_acceleration,0
Electric_potential_energy,Potential_energy,1
Field_(physics),Electric_potential,0
Standing_wave,Physics,1
Sound_intensity,Intensity_(physics),1
Relative_velocity,Inertial_frame_of_reference,0
Force,Acceleration,0
Mass,Gravity,0
Distance,Wavelength,0
Refracting_telescope,Wavelength,0
Le_Sage's_theory_of_gravitation,Distance,1
Telescope,Refracting_telescope,0
Euclidean_vector,Electric_potential,0
Energy,Kilogram,0
Strength_of_materials,Elasticity_(physics),1
Gravitational_acceleration,Distance,1
Elastic_collision,Force,1
Electric_potential,Field_(physics),1
Photoelectric_effect,Force,0
Field_(physics),Electromagnetic_spectrum,0
Physics,Acceleration,0
Ohm,Power_(physics),0
Friction,Collision,0
Work_(physics),Electric_potential_energy,0
Physics,Speed,0
Sonic_boom,Temperature,0
Magnetic_field,Refractive_index,0
Dielectric,Refractive_index,0
Magnetic_field,Force,1
Field_(physics),Velocity,0
Gravitational_acceleration,Gravitational_field,0
Euclidean_vector,Electric_potential_energy,0
Electron,Wavelength,0
Magnet,Compass,0
Magnet,Distance,0
Work_(physics),Displacement_(vector),1
Free_fall,Acceleration,1
Potential_energy,Electric_potential,0
Work_(physics),Energy,1
Energy,Reflection_(physics),0
Potential_energy,Kilogram,0
Refraction,Frequency,0
Motion_(physics),Work_(physics),0
Velocity,Force,0
Force,Electromagnetic_spectrum,0
Emission_spectrum,Wave,1
Acceleration,Sonic_boom,0
Photoelectric_effect,Laser,0
Electron,Force,0
Electrical_resistance_and_conductance,Series_and_parallel_circuits,0
Force,Free_fall,0
Hooke's_law,Metre,0
Interference_(wave_propagation),Refractive_index,0
Work_(physics),Electric_potential,0
Gravity_of_Earth,Acceleration,1
Virtual_image,Light,1
Speed,Euclidean_vector,0
Motion_(physics),Displacement_(vector),0
Electrostatics,Field_(physics),1
Magnetic_field,Electromagnetic_radiation,0
Gravitational_acceleration,Velocity,1
Friction,Euclidean_vector,0
Position_(vector),Gravitational_acceleration,0
Wave,Shock_wave,0
Electron,Temperature,0
Non-inertial_reference_frame,Physics,1
Refraction,Transmission_medium,0
Displacement_(vector),Relative_velocity,0
Transverse_wave,Electromagnetic_spectrum,0
Mass,Force,0
Hertz,Musical_tone,0
Refraction,Wavelength,0
Equations_of_motion,Euclidean_vector,1
Inertial_frame_of_reference,Motion_(physics),1
Electron,Laser,0
Energy,Electromagnetic_spectrum,0
Refraction,Physics,1
Le_Sage's_theory_of_gravitation,Physics,1
Mirror_image,Light,1
Newton's_law_of_universal_gravitation,Field_(physics),0
Sound_intensity,Force,1
Force,Friction,0
Frequency,Hertz,0
Electric_field,Electrostatics,0
Hardness,Physics,1
Motion_(physics),Physics,1
Absorption_spectroscopy,Wave,1
Magnetic_field,Electron,0
Potential_energy,Distance,1
Torque,Metre,0
Crest_(physics),Geometrical_optics,0
Power_(physics),Sound_intensity,0
Ammeter,Metre,0
Energy_level,Frequency,0
Electric_potential,Work_(physics),1
Mass,Torque,0
Elastic_collision,Mass,1
Equations_of_motion,Acceleration,1
Sonic_boom,Distance,0
Absorption_spectroscopy,Physics,1
Energy,Wave,0
Physics,Mass,0
Force,Electromotive_force,0
Photoelectric_effect,Energy,1
Refractive_index,Metre,0
Sound_intensity,Power_(physics),1
Emission_spectrum,Coulomb's_law,1
Electric_field,Electromotive_force,0
Force,Wave,0
Force,Planet,0
Force,Gravitational_field,0
Interference_(wave_propagation),Telescope,0
Velocity,Acceleration,0
Light,Virtual_image,0
Acceleration,Frame_of_reference,0
Interference_(wave_propagation),Physics,1
Electrostatics,Distance,1
Laser,Optical_microscope,0
Field_(physics),Electric_potential_energy,0
Speed,Free_fall,0
Energy,Velocity,0
Speed,Le_Sage's_theory_of_gravitation,0
Frame_of_reference,Force,0
Electron,Light,0
Force,Intensity_(physics),0
Force,Field_(physics),0
Gravity_of_Earth,Position_(vector),1
Specular_reflection,Plane_mirror,0
Insulator_(electricity),Electrostatics,0
Acceleration,Position_(vector),1
Intensity_(physics),Electromagnetic_radiation,0
Electrical_resistance_and_conductance,Distance,0
Shock_wave,Refraction,0
Rarefaction,Transmission_medium,0
Shock_wave,Distance,1
Force,Electric_potential_energy,0
Geometrical_optics,Total_internal_reflection,0
Plasticity_(physics),Physics,1
Electric_potential_energy,Work_(physics),1
Electrical_resistance_and_conductance,Electric_current,1
Magnetic_field,Field_(physics),1
Pigment,Light,0
Force,Work_(physics),0
Motion_(physics),Non-inertial_reference_frame,0
Ray_(optics),Virtual_image,0
Color,Pigment,0
Elasticity_(physics),Physics,1
Sonic_boom,Length,0
Gravitational_constant,Force,1
Amplitude,Dispersion_(optics),0
Motion_graphs_and_derivatives,Position_(vector),1
Equations_of_motion,Physics,1
Electromagnetic_radiation,Refraction,0
Light,Emission_spectrum,0
Magnetic_field,Electromotive_force,0
Sound_intensity,Energy,1
Physics,Gravity_of_Earth,0
Position_(vector),Mechanical_energy,0
Acceleration,Electron,0
Distance,Electrostatics,0
Motion_(physics),Gravitational_acceleration,0
Mass,Normal_force,0
Electromotive_force,Ohm's_law,0
Voltmeter,Electric_potential,0
Electric_potential_energy,Joule,0
Dispersion_(optics),Wavelength,0
Electric_potential,Distance,1
Fracture,Light,0
Friction,Kinetic_energy,0
Transverse_wave,Ray_(optics),0
Magnetic_field,Field_line,0
Frame_of_reference,Physics,1
Gravitational_constant,Gravity,1
Strength_of_materials,Plasticity_(physics),1
Physics,Torque,0
Newton's_law_of_universal_gravitation,Gravity,1
Photoelectric_effect,Electron,1
Newton's_laws_of_motion,Equations_of_motion,0
Motion_(physics),Free_fall,0
Electrical_resistance_and_conductance,Voltage,1
Motion_(physics),Frame_of_reference,0
Light,Inertial_frame_of_reference,0
Velocity,Motion_(physics),1
Fatigue_(material),Physics,1
Dispersion_(optics),Length,0
Emission_spectrum,Energy_level,1
Gravitational_field,Field_(physics),1
Force,Electromagnetic_radiation,0
Velocity,Motion_graphs_and_derivatives,0
Collision,Force,1
Intensity_(physics),Photoelectric_effect,0
Frequency,Electromagnetic_spectrum,0
Joule,Kinetic_energy,0
Power_(physics),Force,1
Standing_wave,Interference_(wave_propagation),1
Electrical_resistance_and_conductance,Force,0
Newton's_laws_of_motion,Inertial_frame_of_reference,0
Euclidean_vector,Normal_force,0
Displacement_(vector),Gravitational_acceleration,0
Friction,Gravity,0
Electron,Coulomb's_law,0
Electric_field,Magnetism,0
Reflection_(physics),Mirror_image,0
Hooke's_law,Lever,0
Electric_potential,Kilogram,0
Interference_(wave_propagation),Electromagnetic_radiation,0
Frame_of_reference,Mass,0
Energy_level,Electron,0
Euclidean_vector,Torque,0
Motion_(physics),Le_Sage's_theory_of_gravitation,0
Telescope,Mass,0
Laser,Diffraction,0
Friction,Contact_force,1
Gravity_of_Earth,Displacement_(vector),1
Refractive_index,Force,0
Laser,Light,1
Speed,Newton's_law_of_universal_gravitation,0
Newton's_law_of_universal_gravitation,Distance,1
Displacement_(vector),Stiffness,0
Inelastic_collision,Collision,1
Diffraction,Physics,1
Electric_field,Equations_of_motion,0
Inelastic_collision,Friction,0
Velocity,Projectile_motion,0
Reflection_(physics),Diffraction,0
Scattering,Light,0
Equations_of_motion,Position_(vector),1
Dielectric,Electric_field,1
Temperature,Field_(physics),0
Energy,Le_Sage's_theory_of_gravitation,0
Magnet,Electromagnetic_radiation,0
Electric_field,Emission_spectrum,0
Scattering,Wave,1
Potential_energy,Mechanical_energy,0
Electrical_conductor,Electromagnetic_radiation,0
Position_(vector),Projectile_motion,0
Gravity_of_Earth,Potential_energy,0
Friction,Speed,0
Wave,Refraction,0
Magnetic_field,Transverse_wave,0
Friction,Dielectric,0
Emission_spectrum,Temperature,0
Interference_(wave_propagation),Wave,1
Insulator_(electricity),Electrical_resistance_and_conductance,0
Emission_spectrum,Electromagnetic_radiation,1
Work_(physics),Motion_(physics),1
Mechanical_energy,Motion_(physics),1
Mass,Potential_energy,0
Hooke's_law,Scalar_(mathematics),0
Frame_of_reference,Non-inertial_reference_frame,0
Kinetic_energy,Energy,1
Elasticity_(physics),Stiffness,0
Doppler_effect,Velocity,1
Dispersion_(optics),Physics,1
Electrostatics,Potential_energy,1
Electron,Wave,0
Work_(physics),Torque,0
Hardness,Energy,0
Mechanical_energy,Distance,1
Displacement_(vector),Gravity_of_Earth,0
Shock_wave,Mass,0
Snell's_law,Refraction,1
Magnification,Reflection_(physics),0
Mechanical_energy,Collision,0
Acceleration,Inertial_frame_of_reference,0
Magnetism,Coulomb's_law,0
Position_(vector),Gravity_of_Earth,0
Electron,Hertz,0
Energy,Kinetic_energy,0
Magnet,Kilogram,0
Amplitude,Interference_(wave_propagation),0
Distance,Snell's_law,0
Sound_intensity,Sound,1
Amplitude,Snell's_law,0
Speed,Normal_force,0
Scalar_(mathematics),Scalar_multiplication,0
Deformation_(engineering),Physics,1
Tension_(physics),Force,1
Electron,Angle_of_incidence,0
Sonic_boom,Doppler_effect,0
Work_(physics),Force,1
Temperature,Kinetic_energy,0
Huygens–Fresnel_principle,Amplitude,1
Electron,Insulator_(electricity),0
Newton's_law_of_universal_gravitation,Gravitational_acceleration,0
Interference_(wave_propagation),Velocity,0
Frequency,Wave,0
Joule,Capacitance,0
Electric_potential_energy,Electron,0
Velocity,Physics,1
Magnetism,Compass,0
Gravity,Free_fall,0
Angle_of_incidence,Snell's_law,0
Reflection_(physics),Plane_mirror,0
Refractive_index,Electromagnetic_spectrum,0
Magnet,Voltage,0
Euclidean_vector,Distance,0
Distance,Inertial_frame_of_reference,0
Acceleration,Gravitational_field,0
Elasticity_(physics),Deformation_(engineering),1
Wave,Refractive_index,0
Physics,Gravitational_field,0
Real_image,Virtual_image,0
Virtual_image,Length,0
Electric_potential_energy,Capacitance,0
Acceleration,Equations_of_motion,0
Refraction,Temperature,0
Force,Magnetic_field,0
Intensity_(physics),Distance,0
Amplitude,Wave,0
Position_(vector),Equations_of_motion,0
Physics,Hooke's_law,0
Laser,Wavelength,0
Physics,Deformation_(engineering),0
Acceleration,Hooke's_law,0
Wavelength,Refractive_index,0
Field_(physics),Distance,0
Light,Snell's_law,0
Electromagnetic_radiation,Emission_spectrum,0
Friction,Length,0
Elastic_collision,Inertial_frame_of_reference,0
Joule,Force,0
Velocity,Free_fall,0
Snell's_law,Dispersion_(optics),0
Joule,Ohm,0
Distance,Newton's_law_of_universal_gravitation,0
Telescope,Wavelength,0
Inelastic_collision,Force,1
Kinetic_energy,Collision,0
Physics,Gravity,0
Electric_current,Equations_of_motion,0
Free_fall,Gravity,1
Temperature,Electromagnetic_spectrum,0
Amplitude,Equations_of_motion,0
Electromagnetic_spectrum,Magnet,1
Refraction,Total_internal_reflection,0
Distance,Velocity,0
Displacement_(vector),Length,0
Photoelectric_effect,Wave,0
Distance,Gravitational_field,0
Angle_of_incidence,Refraction,0
Electric_current,Electromotive_force,0
Reflection_(physics),Specular_reflection,0
Acceleration,Speed,1
Mass,Kinetic_energy,0
Kinetic_energy,Mass,1
Electric_potential_energy,Motion_(physics),1
Ohm's_law,Electrical_resistance_and_conductance,0
Doppler_effect,Distance,1
Light,Electromagnetic_radiation,0
Electric_potential_energy,Electric_field,1
Torque,Physics,1
Hertz,Electromagnetic_spectrum,0
Motion_(physics),Equations_of_motion,0
Mass,Gravitational_field,0
Electric_field,Euclidean_vector,0
Work_(physics),Distance,1
Magnetic_field,Euclidean_vector,0
Wave,Distance,0
Energy,Shock_wave,0
Newton's_laws_of_motion,Physics,1
Real_image,Ray_(optics),0
Newton's_law_of_universal_gravitation,Telescope,0
Lever,Force,1
Distance,Relative_velocity,0
Gravitational_field,Kilogram,0
Displacement_(vector),Electric_potential,0
Physics,Electromotive_force,0
Standing_wave,Energy_level,0
Refractive_index,Angle_of_incidence,1
Joule,Metre,0
Magnet,Energy,0
Fracture,Creep_(deformation),0
Le_Sage's_theory_of_gravitation,Gravity,1
Insulator_(electricity),Velocity,0
Inertial_frame_of_reference,Length,0
Intensity_(physics),Metre,0
Physics,Work_(physics),0
Projectile_motion,Displacement_(vector),1
Inelastic_collision,Le_Sage's_theory_of_gravitation,0
Energy,Force,0
Position_(vector),Electrostatics,0
Field_line,Field_(physics),0
Intensity_(physics),Kinetic_energy,0
Lever,Torque,0
Euclidean_vector,Length,0
Dispersion_(optics),Distance,0
Electrical_conductor,Dielectric,0
Gravity,Projectile_motion,0
Mass,Inertial_frame_of_reference,0
Interference_(wave_propagation),Amplitude,1
Mechanical_energy,Work_(physics),1
Series_and_parallel_circuits,Electrical_resistance_and_conductance,1
Compass,Direction_(geometry),0
Fatigue_(material),Force,1
Free_fall,Mass,1
Mechanical_energy,Potential_energy,1
Euclidean_vector,Acceleration,0
Magnet,Electric_current,0
Tension_(physics),Velocity,0
Distance,Mechanical_energy,0
Magnet,Emission_spectrum,0
Tension_(physics),Length,0
Gravitational_constant,Distance,1
